ar_false_starts,ar_ready_fraction,ar_ready_step,ar_saving_tool100ms,ar_saving_tool300ms,ar_saving_tool500ms,ar_saving_tool50ms,ar_stable_fraction,ar_stable_step,dllm_beats_ar,dllm_false_starts,dllm_lead_fraction,dllm_ready_fraction,dllm_ready_step,dllm_saving_tool100ms,dllm_saving_tool300ms,dllm_saving_tool500ms,dllm_saving_tool50ms,dllm_stable_fraction,dllm_stable_step,final_detected_tool,final_ready,generation_ms,num_history_steps,prompt,request_index,target_args,target_tool
0,1.0,10,0.0,0.0,0.0,0.0,1.0,10,True,0,0.5,0.5,5,0.06753847295401039,0.17850368610909115,0.26586728344171423,0.03494945281381691,0.5,5,flight_search,True,1380.6375629501417,11,Use the flight_search tool to find flights from airport SFO to airport ICN on 2026-09-14.,0,"{""date"": ""2026-09-14"", ""destination"": ""ICN"", ""origin"": ""SFO""}",flight_search
0,1.0,10,0.0,0.0,0.0,0.0,1.0,10,True,0,0.30000000000000004,0.7,7,0.10826419359546482,0.21990505502225832,0.18667839732780586,0.057230081086868875,0.7,7,flight_search,True,823.6664189607836,11,Use the flight_search tool to find flights from airport JFK to airport LAX on 2026-12-03.,1,"{""date"": ""2026-12-03"", ""destination"": ""LAX"", ""origin"": ""JFK""}",flight_search
0,1.0,8,0.0,0.0,0.0,0.0,1.0,8,True,0,0.625,0.375,3,0.17678981688709614,0.38010793868918114,0.3013815841473518,0.09696622941478399,0.375,3,flight_search,True,465.64343897625804,9,Use the flight_search tool to find flights from airport BOS to airport LHR on 2027-01-08.,2,"{""date"": ""2027-01-08"", ""destination"": ""LHR"", ""origin"": ""BOS""}",flight_search
0,1.0,7,0.0,0.0,0.0,0.0,1.0,7,True,0,0.4285714285714286,0.5714285714285714,4,0.18873640250079918,0.2524074505614835,0.19811690855057076,0.10420151034967313,0.5714285714285714,4,flight_search,True,429.8394939978607,8,Use the flight_search tool to find flights from airport SEA to airport NRT on 2027-05-20.,3,"{""date"": ""2027-05-20"", ""destination"": ""NRT"", ""origin"": ""SEA""}",flight_search
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.20206273970218158,0.2841402965767373,0.22063786456485512,0.11238586805232069,0.5,3,flight_search,True,394.89579398650676,7,Use the flight_search tool to find flights from airport ORD to airport CDG on 2026-11-18.,4,"{""date"": ""2026-11-18"", ""destination"": ""CDG"", ""origin"": ""ORD""}",flight_search
0,1.0,7,0.0,0.0,0.0,0.0,1.0,7,True,0,0.4285714285714286,0.5714285714285714,4,0.18841947988233176,0.2526222986652145,0.19833757329904925,0.10400833845911155,0.5714285714285714,4,flight_search,True,430.73068698868155,8,Use the flight_search tool to find flights from airport LAX to airport HND on 2027-02-22.,5,"{""date"": ""2027-02-22"", ""destination"": ""HND"", ""origin"": ""LAX""}",flight_search
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.20215165288588877,0.28407265860405756,0.22056989674310315,0.11244088146276668,0.5,3,flight_search,True,394.67812195653096,7,Use the flight_search tool to find flights from airport DFW to airport AMS on 2026-10-05.,6,"{""date"": ""2026-10-05"", ""destination"": ""AMS"", ""origin"": ""DFW""}",flight_search
0,1.0,7,0.0,0.0,0.0,0.0,1.0,7,True,0,0.4285714285714286,0.5714285714285714,4,0.18806485266078443,0.25286294210269095,0.19858486927731983,0.10379226482633953,0.5714285714285714,4,flight_search,True,431.73146701883525,8,Use the flight_search tool to find flights from airport MIA to airport MAD on 2027-03-12.,7,"{""date"": ""2027-03-12"", ""destination"": ""MAD"", ""origin"": ""MIA""}",flight_search
0,1.0,9,0.0,0.0,0.0,0.0,1.0,9,True,0,0.5555555555555556,0.4444444444444444,4,0.16546242616500983,0.3483532407199501,0.2789855088362082,0.0901929884265715,0.4444444444444444,4,flight_search,True,504.3668180005625,10,Use the flight_search tool to find flights from airport ATL to airport FCO on 2026-08-30.,8,"{""date"": ""2026-08-30"", ""destination"": ""FCO"", ""origin"": ""ATL""}",flight_search
0,1.0,7,0.0,0.0,0.0,0.0,1.0,7,True,0,0.4285714285714286,0.5714285714285714,4,0.18844958675134552,0.2526018801209116,0.19831659697797727,0.1040266864080248,0.5714285714285714,4,flight_search,True,430.64589699497446,8,Use the flight_search tool to find flights from airport DEN to airport FRA on 2027-04-09.,9,"{""date"": ""2027-04-09"", ""destination"": ""FRA"", ""origin"": ""DEN""}",flight_search
0,1.0,7,0.0,0.0,0.0,0.0,1.0,7,True,0,0.4285714285714286,0.5714285714285714,4,0.18807366936063233,0.2528569562472933,0.1985787161807346,0.10379763579806663,0.5714285714285714,4,flight_search,True,431.7065399955027,8,Use the flight_search tool to find flights from airport SJC to airport TPE on 2026-09-25.,10,"{""date"": ""2026-09-25"", ""destination"": ""TPE"", ""origin"": ""SJC""}",flight_search
0,1.0,7,0.0,0.0,0.0,0.0,1.0,7,True,0,0.5714285714285714,0.42857142857142855,3,0.1877073673542745,0.33747436823341687,0.2651127518485481,0.10357453535538834,0.42857142857142855,3,flight_search,True,432.7441400382668,8,Use the flight_search tool to find flights from airport IAD to airport DXB on 2027-06-16.,11,"{""date"": ""2027-06-16"", ""destination"": ""DXB"", ""origin"": ""IAD""}",flight_search
0,1.0,8,0.0,0.0,0.0,0.0,1.0,8,True,0,0.375,0.625,5,0.17592825080857277,0.22859445923225927,0.18138436776624664,0.09644809799096887,0.625,5,flight_search,True,468.41354097705334,9,Use the flight_search tool to find flights from airport EWR to airport ZRH on 2026-12-21.,12,"{""date"": ""2026-12-21"", ""destination"": ""ZRH"", ""origin"": ""EWR""}",flight_search
0,1.0,7,0.0,0.0,0.0,0.0,1.0,7,True,0,0.4285714285714286,0.5714285714285714,4,0.18811348262330826,0.2528299280400009,0.19855093394214304,0.10382188995791254,0.5714285714285714,4,flight_search,True,431.59400700824335,8,Use the flight_search tool to find flights from airport PDX to airport YYZ on 2027-01-27.,13,"{""date"": ""2027-01-27"", ""destination"": ""YYZ"", ""origin"": ""PDX""}",flight_search
0,1.0,8,0.0,0.0,0.0,0.0,1.0,8,True,0,0.375,0.625,5,0.1760896316687964,0.22849513855254489,0.1812801610039903,0.09654511248264383,0.625,5,flight_search,True,467.8926070337184,9,Use the flight_search tool to find flights from airport SAN to airport MEX on 2026-10-11.,14,"{""date"": ""2026-10-11"", ""destination"": ""MEX"", ""origin"": ""SAN""}",flight_search
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.20277207965135263,0.28360116438609606,0.220096367515234,0.11282491071695376,0.5,3,weather,True,393.1645430275239,7,Use the weather tool to get the forecast for Tokyo on 2026-09-14.,15,"{""date"": ""2026-09-14"", ""location"": ""Tokyo""}",weather
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.2025882804474284,0.2837407560530176,0.2202365135162832,0.11271111579146628,0.5,3,weather,True,393.611968960613,7,Use the weather tool to get the forecast for Seattle on 2026-12-03.,16,"{""date"": ""2026-12-03"", ""location"": ""Seattle""}",weather
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.20248221448586298,0.2838213441808734,0.22031744010654755,0.11264545815214161,0.5,3,weather,True,393.8705369946547,7,Use the weather tool to get the forecast for Paris on 2027-01-08.,17,"{""date"": ""2027-01-08"", ""location"": ""Paris""}",weather
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.20304379831129662,0.28339493343195093,0.21988939167121563,0.11299318153691484,0.5,3,weather,True,392.5045770010911,7,Use the weather tool to get the forecast for Austin on 2027-05-20.,18,"{""date"": ""2027-05-20"", ""location"": ""Austin""}",weather
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.20379863453479877,0.2828228581288309,0.21931571210031536,0.11346090613956115,0.5,3,weather,True,390.68042201688513,7,Use the weather tool to get the forecast for London on 2026-11-18.,19,"{""date"": ""2026-11-18"", ""location"": ""London""}",weather
0,1.0,9,0.0,0.0,0.0,0.0,1.0,9,True,0,0.6666666666666667,0.3333333333333333,3,0.1669407614178321,0.375462344803166,0.3330046358581412,0.09107221300003222,0.3333333333333333,3,weather,True,499.01487899478525,10,Use the weather tool to get the forecast for Seoul on 2027-02-22.,20,"{""date"": ""2027-02-22"", ""location"": ""Seoul""}",weather
0,1.0,7,0.0,0.0,0.0,0.0,1.0,7,True,0,0.4285714285714286,0.5714285714285714,4,0.18953823616081578,0.2518647536248239,0.1975600342332879,0.10469054908891832,0.5714285714285714,4,weather,True,427.5980299571529,8,Use the weather tool to get the forecast for Amsterdam on 2026-10-05.,21,"{""date"": ""2026-10-05"", ""location"": ""Amsterdam""}",weather
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.20342206069938298,0.28310810244869666,0.21960167147357465,0.11322751785462333,0.5,3,weather,True,391.5887670009397,7,Use the weather tool to get the forecast for Madrid on 2027-03-12.,22,"{""date"": ""2027-03-12"", ""location"": ""Madrid""}",weather
0,1.0,8,0.0,0.0,0.0,0.0,1.0,8,True,0,0.75,0.25,2,0.17744336910925543,0.3928963892787872,0.36081824970969023,0.09735959152201097,0.25,2,weather,True,463.56008399743587,9,Use the weather tool to get the forecast for Rome on 2026-08-30.,23,"{""date"": ""2026-08-30"", ""location"": ""Rome""}",weather
0,1.0,9,0.0,0.0,0.0,0.0,1.0,9,True,0,0.6666666666666667,0.3333333333333333,3,0.16638251970285925,0.3745202975395785,0.3336745423783362,0.09074003792541109,0.3333333333333333,3,weather,True,501.0246760211885,10,Use the weather tool to get the forecast for Berlin on 2027-04-09.,24,"{""date"": ""2027-04-09"", ""location"": ""Berlin""}",weather
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.20295516398710126,0.28346218821842384,0.2199568796713167,0.11293828619067604,0.5,3,weather,True,392.71966298110783,7,Use the weather tool to get the forecast for Taipei on 2026-09-25.,25,"{""date"": ""2026-09-25"", ""location"": ""Taipei""}",weather
0,1.0,7,0.0,0.0,0.0,0.0,1.0,7,True,0,0.4285714285714286,0.5714285714285714,4,0.18898182157007745,0.2522412119198103,0.1979462487102233,0.10435114557155734,0.5714285714285714,4,weather,True,429.1514240321703,8,Use the weather tool to get the forecast for Dubai on 2027-06-16.,26,"{""date"": ""2027-06-16"", ""location"": ""Dubai""}",weather
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.20267393231792624,0.2836756961553691,0.2201711902205604,0.11276414222340035,0.5,3,weather,True,393.40336399618536,7,Use the weather tool to get the forecast for Zurich on 2026-12-21.,27,"{""date"": ""2026-12-21"", ""location"": ""Zurich""}",weather
0,1.0,6,0.0,0.0,0.0,0.0,1.0,6,True,0,0.5,0.5,3,0.20275149226212746,0.28361679644804566,0.220112059640737,0.11281216336483314,0.5,3,weather,True,393.21461896179244,7,Use the weather tool to get the forecast for Toronto on 2027-01-27.,28,"{""date"": ""2027-01-27"", ""location"": ""Toronto""}",weather
0,1.0,8,0.0,0.0,0.0,0.0,1.0,8,True,0,0.75,0.25,2,0.1767732878407988,0.391800232847803,0.36167917001269767,0.09695628451573675,0.25,2,weather,True,465.6963290181011,9,Use the weather tool to get the forecast for Mexico City on 2026-10-11.,29,"{""date"": ""2026-10-11"", ""location"": ""Mexico City""}",weather
0,0.8888888888888888,8,0.09253871664610216,0.06935359486193955,0.055458691574467735,0.09119769296908353,0.8888888888888888,8,True,0,0.4444444444444444,0.4444444444444444,4,0.16715155018508163,0.34676797430969736,0.27729345787233833,0.09119769296908353,0.4444444444444444,4,web_search,True,498.259483021684,10,Use the web_search tool to search for diffusion language model serving systems.,30,"{""query"": ""diffusion language model serving systems""}",web_search
0,0.8888888888888888,8,0.09253418136976141,0.06934595317135875,0.055450547840846305,0.09122199445437496,0.8888888888888888,8,True,0,0.4444444444444444,0.4444444444444444,4,0.16719236767214746,0.3467297658567936,0.27725273920423144,0.09122199445437496,0.4444444444444444,4,web_search,True,498.1134270201437,10,Use the web_search tool to search for speculative tool execution in AI agents.,31,"{""query"": ""speculative tool execution AI agents""}",web_search
0,1.0,5,0.0,0.0,0.0,0.0,1.0,5,True,0,0.6,0.4,2,0.2207269326308585,0.32436961854245117,0.24832010238308688,0.12405455726772084,0.4,2,web_search,True,353.0484740040265,6,Use the web_search tool to search for LLM serving scheduler tail latency.,32,"{""query"": ""LLM serving scheduler tail latency""}",web_search
0,0.875,7,0.10275876949297898,0.07578864567914283,0.06003248600224485,0.09765257582192308,0.875,7,True,0,0.5,0.375,3,0.17792984405616824,0.37894322839571415,0.3001624300112243,0.09765257582192308,0.375,3,web_search,True,462.01926399953663,9,Use the web_search tool to search for GPU memory admission control serving.,33,"{""query"": ""GPU memory admission control serving""}",web_search
0,0.8888888888888888,8,0.09254744867422361,0.06936831048149965,0.055474375661706814,0.09115090697122977,0.8888888888888888,8,True,0,0.5555555555555556,0.3333333333333333,3,0.16707296193198898,0.3756852056665043,0.3328462539702403,0.09115090697122977,0.3333333333333333,3,web_search,True,498.5408940119669,10,Use the web_search tool to search for autoregressive speculative decoding systems.,34,"{""query"": ""autoregressive speculative decoding systems""}",web_search
0,0.8888888888888888,8,0.09252637741731451,0.06933280613019507,0.05543653846398676,0.0912638131028724,0.8888888888888888,8,True,0,0.33333333333333326,0.5555555555555556,5,0.16726260324416908,0.27733122452078046,0.22174615385594718,0.0912638131028724,0.5555555555555556,5,web_search,True,497.8622720227577,10,Use the web_search tool to search for diffusion model inference batching.,35,"{""query"": ""diffusion model inference batching""}",web_search
0,0.875,7,0.1027907725652758,0.07584089100895545,0.06008713176012699,0.09749836301362873,0.875,7,True,0,0.5,0.375,3,0.1776738194777936,0.3792044550447773,0.300435658800635,0.09749836301362873,0.375,3,web_search,True,462.8291230183095,9,Use the web_search tool to search for Ray actor scheduling overhead.,36,"{""query"": ""Ray actor scheduling overhead""}",web_search
0,0.8888888888888888,8,0.09258542321360445,0.06943234728824475,0.055542652671499264,0.0909474869512243,0.8888888888888888,8,True,0,0.4444444444444444,0.4444444444444444,4,0.1667311910775601,0.3471617364412236,0.2777132633574962,0.0909474869512243,0.4444444444444444,4,web_search,True,499.7678020154126,10,Use the web_search tool to search for GPU cache reuse in language model serving.,37,"{""query"": ""GPU cache reuse language model serving""}",web_search
0,0.875,7,0.1028353023199616,0.07591365198381803,0.060163275972256514,0.09728386011449314,0.875,7,True,0,0.25,0.625,5,0.17731758144030718,0.22774095595145408,0.18048982791676954,0.09728386011449314,0.625,5,web_search,True,463.95986899733543,9,Use the web_search tool to search for EuroSys papers on LLM serving.,38,"{""query"": ""EuroSys papers LLM serving""}",web_search
0,0.9166666666666666,11,0.07157986799552643,0.055830908459077476,0.04576231206250682,0.07587129590625358,0.9166666666666666,11,True,0,0.41666666666666663,0.5,6,0.14104158405368342,0.33002909849107076,0.27457387237504005,0.07587129590625358,0.5,6,web_search,True,609.0107550262474,13,Use the web_search tool to search for ATC papers on inference serving systems.,39,"{""query"": ""ATC papers inference serving systems""}",web_search
0,0.875,7,0.10285020567648635,0.07593802095033345,0.060188788517017575,0.09721208834440592,0.875,7,True,0,0.5,0.375,3,0.1771983545881092,0.37969010475166726,0.30094394258508783,0.09721208834440592,0.375,3,web_search,True,464.33932601939887,9,Use the web_search tool to search for retrieval augmented generation latency.,40,"{""query"": ""retrieval augmented generation latency""}",web_search
0,0.8888888888888888,8,0.09257089757530455,0.06940784482216834,0.05551652281566203,0.09102528817039805,0.8888888888888888,8,True,0,0.4444444444444444,0.4444444444444444,4,0.1668619218222586,0.34703922411084187,0.27758261407831025,0.09102528817039805,0.4444444444444444,4,web_search,True,499.29790396708995,10,Use the web_search tool to search for tool calling agents speculative execution.,41,"{""query"": ""tool calling agents speculative execution""}",web_search
0,0.8888888888888888,8,0.0925657457030457,0.06939915673209594,0.05550725916110328,0.09105288493815934,0.8888888888888888,8,True,0,0.4444444444444444,0.4444444444444444,4,0.1669082886725884,0.34699578366047984,0.27753629580551653,0.09105288493815934,0.4444444444444444,4,web_search,True,499.1314199869521,10,Use the web_search tool to search for dynamic batching language model serving.,42,"{""query"": ""dynamic batching language model serving""}",web_search
0,0.8888888888888888,8,0.09260158455243221,0.06945962021888327,0.055571744227533366,0.09086093774562568,0.8888888888888888,8,True,0,0.33333333333333326,0.5555555555555556,5,0.16658573902810928,0.27783848087553337,0.22228697691013372,0.09086093774562568,0.5555555555555556,5,web_search,True,500.29148103203624,10,Use the web_search tool to search for continuous batching in LLM inference.,43,"{""query"": ""continuous batching LLM inference""}",web_search
0,0.8888888888888888,8,0.09269566302711438,0.0696186181568629,0.055741496301554,0.09035738955127708,0.8888888888888888,8,True,0,0.4444444444444444,0.4444444444444444,4,0.165739032755971,0.3480930907843144,0.27870748150776986,0.09035738955127708,0.4444444444444444,4,web_search,True,503.35817300947383,10,Use the web_search tool to search for diffusion LLM tool use.,44,"{""query"": ""diffusion LLM tool use""}",web_search
