admission_ms,admission_wait_ms,arrival_ms,completion_ms,first_start_ms,latency_ms,policy,refine_wait_ms,refresh_wait_ms,rejected,request_id,service_ms,slo_deadline_ms
0.0,0.0,0.0,2536.2600693819923,0.0,2536.2600693819923,admit_all_memory_gated,72.00447650393471,47.747361826534416,False,0,2416.508231051523,45000.0
1051.8353453226155,31.77505804781447,1020.060287274801,3880.9323478703095,1051.8353453226155,2860.8720605955086,admit_all_memory_gated,0.0,47.747361826534416,False,1,2781.3496407211583,46020.0602872748
1051.8353453226155,6.446219005075591,1045.3891263175399,4687.332448942476,1051.8353453226155,3641.9433226249357,admit_all_memory_gated,0.0,696.2098201574258,False,2,2939.287283462429,46045.38912631754
1410.3239927857567,43.31080239325115,1367.0131903925055,4687.332448942476,1887.7976110511008,3320.31925854997,admit_all_memory_gated,0.0,477.47361826534416,False,3,2799.5348378913704,46367.01319039251
1625.1871210051615,5.587744942542486,1619.599376062619,5511.549591096396,1887.7976110511008,3891.9502150337776,admit_all_memory_gated,0.0,911.0729483768307,False,4,2975.289521714397,46619.59937606262
2963.44988124918,10.25783237847827,2953.192048870702,6621.291950600231,3232.469889539418,3668.099901729529,admit_all_memory_gated,185.40427624247968,913.6093929484546,False,5,2558.8284001601223,47953.192048870704
4114.364107024061,31.999049354766612,4082.3650576692944,7890.853546440194,4687.332448942476,3808.4884887708995,admit_all_memory_gated,149.40203799051233,1050.4419601837544,False,6,2576.645441241876,49082.365057669296
6334.807779641027,25.154622420352098,6309.653157220675,9969.060326413703,6621.291950600231,3659.4071691930276,admit_all_memory_gated,0.0,1067.7660342709387,False,7,2566.486512501754,51309.65315722067
6430.302503294095,29.696941466853787,6400.605561827241,11279.436243489989,6621.291950600231,4878.830681662747,admit_all_memory_gated,0.0,2269.1962272796445,False,8,2579.9375129162663,51400.605561827244
6955.906917150103,7.255195926371016,6948.651721223732,11279.436243489989,7242.391088109307,4330.784522266256,admit_all_memory_gated,0.0,1668.4811307752916,False,9,2655.0481955646114,51948.65172122373
7003.654278976637,24.752380545546657,6978.901898431091,11927.898701820875,7242.391088109307,4948.996803389785,admit_all_memory_gated,0.0,2269.1962272796445,False,10,2655.0481955646114,51978.90189843109
