admission_ms,admission_wait_ms,arrival_ms,completion_ms,first_start_ms,latency_ms,policy,refine_wait_ms,refresh_wait_ms,rejected,request_id,service_ms,slo_deadline_ms
0.0,0.0,0.0,2745.4845648320693,0.0,2745.4845648320693,admit_all_memory_gated,0.0,95.49472365306883,False,0,2649.989841179001,12000.0
528.8477823633002,18.817638725899712,510.0301436374005,3407.3980235774725,528.8477823633002,2897.367879940072,admit_all_memory_gated,0.0,47.747361826534416,False,1,2830.8028793876374,12510.030143637401
528.8477823633002,6.153219204530274,522.6945631587699,6181.8146237084065,528.8477823633002,5659.120060549637,admit_all_memory_gated,0.0,2822.1639619574726,False,2,2830.8028793876374,12522.69456315877
708.4755398590038,24.968944662751028,683.5065951962528,6830.277082039293,1400.8122863437522,6146.770486843041,admit_all_memory_gated,0.0,3466.753346615687,False,3,2655.0481955646114,12683.506595196253
851.7176253386068,41.91793730729728,809.7996880313095,6830.277082039293,1400.8122863437522,6020.477394007984,admit_all_memory_gated,0.0,3323.511261136084,False,4,2655.0481955646114,12809.79968803131
1511.2347280941678,34.638703658816894,1476.596024435351,8871.159180685023,2097.022106501178,7394.563156249672,admit_all_memory_gated,110.4224417504156,4574.9461750298115,False,5,2674.5558358106364,13476.596024435352
2049.2747446746434,8.092215839996243,2041.1825288346472,11611.27941940393,2745.4845648320693,9570.096890569283,admit_all_memory_gated,110.4224417504156,6777.026397168247,False,6,2674.5558358106364,14041.182528834648
3192.182016945282,37.355438334944665,3154.8265786103375,12259.741877734818,3407.3980235774725,9104.915299124481,admit_all_memory_gated,0.0,6412.511665224937,False,7,2655.0481955646114,15154.826578610337
3245.9860186033297,45.68323768970913,3200.3027809136206,12259.741877734818,3407.3980235774725,9059.439096821197,admit_all_memory_gated,0.0,6358.707663566889,False,8,2655.0481955646114,15200.30278091362
3517.820465327888,43.49460471602197,3474.325860611866,13570.117794811104,4117.05884414941,10095.791934199238,admit_all_memory_gated,0.0,7397.249133918622,False,9,2655.0481955646114,15474.325860611865
3517.820465327888,28.369516112342808,3489.4509492155453,14290.201295881792,4117.05884414941,10800.750346666247,admit_all_memory_gated,0.0,8130.783635403823,False,10,2641.5971951500997,15489.450949215545
3638.879469058495,26.070171863037558,3612.8092971954575,15600.577212958078,4813.268664306831,11987.76791576262,admit_all_memory_gated,0.0,9282.77586742172,False,11,2678.9218764778784,15612.809297195457
4015.507480664828,50.74041953629376,3964.7670611285344,15600.577212958078,4813.268664306831,11635.810151829544,admit_all_memory_gated,0.0,8906.147855815387,False,12,2678.9218764778784,15964.767061128534
4015.507480664828,37.29321769613989,3978.214262968688,15600.577212958078,4813.268664306831,11622.36294998939,admit_all_memory_gated,0.0,8906.147855815387,False,13,2678.9218764778784,15978.214262968688
4117.05884414941,27.998746598881553,4089.0600975505286,16262.490671703477,6181.8146237084065,12173.43057415295,admit_all_memory_gated,0.0,9476.93263157496,False,14,2668.499195979123,16089.06009755053
4657.913299164203,44.10720100238814,4613.806098161815,16262.490671703477,6181.8146237084065,11648.684573541663,admit_all_memory_gated,0.0,8936.078176560168,False,15,2668.499195979123,16613.806098161815
5031.299109373341,23.828384090325926,5007.470725283015,18248.231047939727,6878.024443865827,13240.760322656712,admit_all_memory_gated,0.0,10561.883743001774,False,16,2655.0481955646114,17007.470725283016
5138.907112689435,6.923177923008552,5131.9839347664265,18248.231047939727,6878.024443865827,13116.2471131733,admit_all_memory_gated,0.0,10440.824739271167,False,17,2668.499195979123,17131.983934766427
5643.774607127935,66.88631921062733,5576.888287917308,19558.60696501605,8222.696722354136,13981.718677098743,admit_all_memory_gated,110.4224417504156,11116.403079912548,False,18,2688.006836225148,17576.888287917307
6453.6490704329635,47.89173540410684,6405.757335028857,20254.81678517349,8871.159180685023,13849.059450144634,admit_all_memory_gated,0.0,11132.668518761388,False,19,2668.499195979123,18405.75733502886
6453.6490704329635,44.63175112697354,6409.01731930599,20254.81678517349,8871.159180685023,13845.799465867502,admit_all_memory_gated,0.0,11132.668518761388,False,20,2668.499195979123,18409.01731930599
7257.466893906479,28.966643555212613,7228.500250351266,22240.557161409743,9580.820001256956,15012.056911058477,admit_all_memory_gated,110.4224417504156,12184.660989527682,False,21,2688.006836225148,19228.500250351266
7846.068710747805,18.673489909796444,7827.395220838009,22240.557161409743,10229.282459587843,14413.161940571734,admit_all_memory_gated,0.0,11688.664573355014,False,22,2705.823877306902,19827.395220838007
8061.284717379994,25.941953292694052,8035.3427640873,22240.557161409743,10229.282459587843,14205.214397322443,admit_all_memory_gated,0.0,11486.899567137338,False,23,2692.37287689239,20035.342764087298
8168.892720696088,49.0568225651532,8119.835898130935,22902.47062015516,10229.282459587843,14782.634722024224,admit_all_memory_gated,0.0,12041.20502256666,False,24,2692.37287689239,20119.835898130936
9745.046444665419,49.44922231533201,9695.597222350087,25648.647498705654,12259.741877734818,15953.050276355567,admit_all_memory_gated,110.4224417504156,13105.171776064635,False,25,2688.006836225148,21695.597222350087
9906.45844963956,5.676762348932243,9900.781687290628,26344.857318863094,12908.204336065704,16444.075631572465,admit_all_memory_gated,0.0,13732.574991916594,False,26,2705.823877306902,21900.781687290626
9960.262451297607,10.814438336999956,9949.448012960607,27006.77077760851,12908.204336065704,17057.322764647906,admit_all_memory_gated,0.0,14327.233448589452,False,27,2719.2748777214138,21949.44801296061
10014.066452955654,13.759097497231778,10000.307355458423,27006.77077760851,12908.204336065704,17006.46342215009,admit_all_memory_gated,0.0,14273.429446931405,False,28,2719.2748777214138,22000.307355458423
10962.816961073044,22.23273479805175,10940.584226274992,27668.68423635393,14290.201295881792,16728.10001007894,admit_all_memory_gated,110.4224417504156,13907.437997305284,False,29,2688.006836225148,22940.584226274994
11449.86741442979,46.45845467678919,11403.408959753,29688.720974002204,14938.66375421268,18285.312014249204,admit_all_memory_gated,110.4224417504156,15426.973281182301,False,30,2701.45783663966,23403.408959753
12259.741877734818,33.46794827918893,12226.273929455629,31046.844252905063,15600.577212958078,18820.570323449436,admit_all_memory_gated,110.4224417504156,15988.673097194644,False,31,2688.006836225148,24226.27392945563
12908.204336065704,27.760191386942097,12880.444144678762,31695.306711235968,16262.490671703477,18814.862566557204,admit_all_memory_gated,110.4224417504156,15988.673097194644,False,32,2688.006836225148,24880.44414467876
13301.097786520868,36.47242982702119,13264.625356693847,32343.769169566873,16924.404130448893,19079.143812873026,admit_all_memory_gated,110.4224417504156,16230.791104655871,False,33,2701.45783663966,25264.625356693847
15116.341198035654,43.60824849679739,15072.732949538857,33667.596087057704,18248.231047939727,18594.86313751885,admit_all_memory_gated,110.4224417504156,15739.374610631916,False,34,2701.45783663966,27072.732949538855
15331.557204667843,20.986913704493418,15310.57029096335,34977.972004134026,18896.693506270632,19667.40171317068,admit_all_memory_gated,0.0,16977.915603487003,False,35,2668.499195979123,27310.570290963347
15778.254656781053,66.15799307446105,15712.096663706592,35626.43446246493,18896.693506270632,19914.337798758337,admit_all_memory_gated,0.0,17179.680609704697,False,36,2668.499195979123,27712.096663706594
16601.5801205006,5.25296450125461,16596.327155999345,36923.35937912674,19606.354326842586,20327.032223127397,admit_all_memory_gated,110.4224417504156,17550.251981479545,False,37,2661.1048353961246,28596.327155999345
17102.08157427187,23.906315709100454,17078.17525856277,36923.35937912674,20254.81678517349,19845.184120563972,admit_all_memory_gated,110.4224417504156,17036.299527293762,False,38,2674.5558358106364,29078.17525856277
18086.81904296558,19.45381673110387,18067.365226234477,37571.821837457646,20916.730243918908,19504.45661122317,admit_all_memory_gated,110.4224417504156,16673.122516101936,False,39,2701.45783663966,30067.365226234477
18520.06549466429,22.092297755389154,18497.9731969089,37571.821837457646,21578.643702664325,19073.848640548746,admit_all_memory_gated,110.4224417504156,16239.876064403226,False,40,2701.45783663966,30497.9731969089
19128.17495175166,20.536968718843127,19107.637983032815,38220.28429578855,22240.557161409743,19112.646312755736,admit_all_memory_gated,110.4224417504156,16280.22906564676,False,41,2701.45783663966,31107.637983032815
19181.978953409707,50.88720024844952,19131.091753161258,38868.74675411946,22902.47062015516,19737.6550009582,admit_all_memory_gated,0.0,17012.211964899056,False,42,2674.5558358106364,31131.091753161258
19289.586956725805,29.175718390964903,19260.41123833484,38868.74675411946,22902.47062015516,19608.335515784616,admit_all_memory_gated,0.0,16904.603961582958,False,43,2674.5558358106364,31260.41123833484
19450.998961699952,19.7733947752713,19431.22556692468,39517.20921245036,22902.47062015516,20085.98364552568,admit_all_memory_gated,0.0,17405.105415354228,False,44,2661.1048353961246,31431.22556692468
19504.802963358,31.999635203825164,19472.803328154176,39517.20921245036,22902.47062015516,20044.405884296186,admit_all_memory_gated,0.0,17337.850413281667,False,45,2674.5558358106364,31472.803328154176
19606.354326842586,1.0530604924097133,19605.301266350176,40165.67167078127,23618.188080558626,20560.37040443109,admit_all_memory_gated,110.4224417504156,17774.33906637757,False,46,2674.5558358106364,31605.301266350176
19716.776768593,58.23858498708432,19658.538183605917,40165.67167078127,24266.65053888953,20507.13348717535,admit_all_memory_gated,0.0,17769.973025710333,False,47,2678.9218764778784,31658.538183605917
19824.3847719091,2.999798319036927,19821.384973590062,40814.13412911217,24266.65053888953,20992.74915552211,admit_all_memory_gated,0.0,18310.82748072514,False,48,2678.9218764778784,31821.384973590062
20365.239226923906,38.98681556660449,20326.2524113573,40814.13412911217,24266.65053888953,20487.88171775487,admit_all_memory_gated,0.0,17769.973025710333,False,49,2678.9218764778784,32326.2524113573
20593.906233970614,40.72080765325518,20553.18542631736,40814.13412911217,25000.18504037475,20260.948702794813,admit_all_memory_gated,0.0,17578.6306999914,False,50,2641.5971951500997,32553.18542631736
20809.12224060281,24.77543915922797,20784.346801443582,41462.59658744308,25000.18504037475,20678.249785999495,admit_all_memory_gated,0.0,18011.87715169011,False,51,2641.5971951500997,32784.34680144358
20916.730243918908,14.83418424845513,20901.896059670453,41462.59658744308,25696.39486053219,20560.700527772624,admit_all_memory_gated,110.4224417504156,17774.33906637757,False,52,2661.1048353961246,32901.89605967046
21094.407687741885,37.221967501438485,21057.185720240446,41462.59658744308,26344.857318863094,20405.41086720263,admit_all_memory_gated,110.4224417504156,17569.759621725574,False,53,2688.006836225148,33057.18572024045
