admission_ms,admission_wait_ms,arrival_ms,completion_ms,first_start_ms,latency_ms,policy,refine_wait_ms,refresh_wait_ms,rejected,request_id,service_ms,slo_deadline_ms
0.0,0.0,0.0,24853.974984771834,0.0,24853.974984771834,admit_all_memory_gated,0.0,22206.321149790212,False,0,2647.653834981613,12000.0
0.0,0.0,0.0,24853.974984771834,0.0,24853.974984771834,admit_all_memory_gated,0.0,22206.321149790212,False,1,2647.653834981613,12000.0
0.0,0.0,0.0,24853.974984771834,0.0,24853.974984771834,admit_all_memory_gated,0.0,22206.321149790212,False,2,2647.653834981613,12000.0
0.0,0.0,0.0,24853.974984771834,0.0,24853.974984771834,admit_all_memory_gated,0.0,22206.321149790212,False,3,2647.653834981613,12000.0
0.0,0.0,0.0,28096.28727642636,702.2664599889385,28096.28727642636,admit_all_memory_gated,0.0,25448.633441444723,False,4,2647.653834981613,12000.0
0.0,0.0,0.0,28096.28727642636,702.2664599889385,28096.28727642636,admit_all_memory_gated,0.0,25448.633441444723,False,5,2647.653834981613,12000.0
0.0,0.0,0.0,28096.28727642636,702.2664599889385,28096.28727642636,admit_all_memory_gated,0.0,25448.633441444723,False,6,2647.653834981613,12000.0
0.0,0.0,0.0,28096.28727642636,702.2664599889385,28096.28727642636,admit_all_memory_gated,0.0,25448.633441444723,False,7,2647.653834981613,12000.0
0.0,0.0,0.0,31338.599568080885,1404.5329199778776,31338.599568080885,admit_all_memory_gated,0.0,28690.945733099248,False,8,2647.653834981613,12000.0
0.0,0.0,0.0,31338.599568080885,1404.5329199778776,31338.599568080885,admit_all_memory_gated,0.0,28690.945733099248,False,9,2647.653834981613,12000.0
0.0,0.0,0.0,31338.599568080885,1404.5329199778776,31338.599568080885,admit_all_memory_gated,0.0,28690.945733099248,False,10,2647.653834981613,12000.0
0.0,0.0,0.0,31338.599568080885,1404.5329199778776,31338.599568080885,admit_all_memory_gated,0.0,28690.945733099248,False,11,2647.653834981613,12000.0
0.0,0.0,0.0,31987.06202641179,2106.7993799668166,31987.06202641179,admit_all_memory_gated,0.0,29339.408191430153,False,12,2647.653834981613,12000.0
0.0,0.0,0.0,31987.06202641179,2106.7993799668166,31987.06202641179,admit_all_memory_gated,0.0,29339.408191430153,False,13,2647.653834981613,12000.0
0.0,0.0,0.0,31987.06202641179,2106.7993799668166,31987.06202641179,admit_all_memory_gated,0.0,29339.408191430153,False,14,2647.653834981613,12000.0
0.0,0.0,0.0,31987.06202641179,2106.7993799668166,31987.06202641179,admit_all_memory_gated,0.0,29339.408191430153,False,15,2647.653834981613,12000.0
1027.9049083715445,27.90490837154448,1000.0,35229.374318066315,3457.528298286647,34229.374318066315,admit_all_memory_gated,0.0,31553.81557471314,False,16,2647.653834981613,13000.0
1027.9049083715445,27.90490837154448,1000.0,35229.374318066315,3457.528298286647,34229.374318066315,admit_all_memory_gated,0.0,31553.81557471314,False,17,2647.653834981613,13000.0
1027.9049083715445,27.90490837154448,1000.0,35229.374318066315,3457.528298286647,34229.374318066315,admit_all_memory_gated,0.0,31553.81557471314,False,18,2647.653834981613,13000.0
