final_all_ready,final_ready_count,high_steps,low_steps,nfe_schedule,num_stages,prompt,request_index,total_generation_ms,variant
False,2,128,8,"128,128,128",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,7300.723337801173,all_high
False,2,128,8,"8,8,8",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,1030.2047180011868,all_low
False,1,128,8,"8,128,128",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,4680.864493828267,low_stage_0
False,2,128,8,"128,8,128",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,5475.379042909481,low_stage_1
True,3,128,8,"128,128,8",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,5475.407856865786,low_stage_2
False,2,128,8,"128,128,128",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,6652.566122007556,all_high
False,2,128,8,"8,8,8",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,1044.9096161173657,all_low
False,2,128,8,"8,128,128",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,4719.052000087686,low_stage_0
False,2,128,8,"128,8,128",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,4816.029849112965,low_stage_1
False,2,128,8,"128,128,8",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,4814.960010931827,low_stage_2
False,2,128,8,"128,128,128",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,6538.816203130409,all_high
False,1,128,8,"8,8,8",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,1041.7987641412765,all_low
False,2,128,8,"8,128,128",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,4707.608429132961,low_stage_0
False,2,128,8,"128,8,128",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,4706.418113200925,low_stage_1
False,1,128,8,"128,128,8",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,4705.404628068209,low_stage_2
True,3,128,8,"128,128,128",3,"Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, and check weather in Austin on 2027-04-22.",3,6539.638094021939,all_high
False,2,128,8,"8,8,8",3,"Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, and check weather in Austin on 2027-04-22.",3,1042.3695519566536,all_low
True,3,128,8,"8,128,128",3,"Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, and check weather in Austin on 2027-04-22.",3,4708.092482993379,low_stage_0
True,3,128,8,"128,8,128",3,"Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, and check weather in Austin on 2027-04-22.",3,4706.605275045149,low_stage_1
False,2,128,8,"128,128,8",3,"Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, and check weather in Austin on 2027-04-22.",3,4706.947981962003,low_stage_2
True,3,128,8,"128,128,128",3,"Prepare the London partner update: check weather in Toronto on 2026-09-07, fetch CRM contacts at company SAP with role manager in city London, and check weather in London on 2026-09-05.",4,6445.194468018599,all_high
False,1,128,8,"8,8,8",3,"Prepare the London partner update: check weather in Toronto on 2026-09-07, fetch CRM contacts at company SAP with role manager in city London, and check weather in London on 2026-09-05.",4,983.4269980201498,all_low
True,3,128,8,"8,128,128",3,"Prepare the London partner update: check weather in Toronto on 2026-09-07, fetch CRM contacts at company SAP with role manager in city London, and check weather in London on 2026-09-05.",4,4625.554240075871,low_stage_0
False,2,128,8,"128,8,128",3,"Prepare the London partner update: check weather in Toronto on 2026-09-07, fetch CRM contacts at company SAP with role manager in city London, and check weather in London on 2026-09-05.",4,4625.280631938949,low_stage_1
False,2,128,8,"128,128,8",3,"Prepare the London partner update: check weather in Toronto on 2026-09-07, fetch CRM contacts at company SAP with role manager in city London, and check weather in London on 2026-09-05.",4,4622.981062042527,low_stage_2
