base_request_id,field_correct,generation_ms,hard_stage,mode,observed,ready,ready_count,request,request_index,required_count,stage_index,steps
0,"{'city': True, 'date': True, 'priority': True}",2250.706129008904,0,isolated,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,0,3,0,128
0,"{'city': True, 'date': True, 'priority': True}",484.8328169900924,0,isolated,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,0,3,0,16
0,"{'airport': True, 'sla': True, 'date': True}",1675.3286520252004,0,isolated,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,0,3,1,128
0,"{'airport': True, 'sla': True, 'date': True}",560.6835370417684,0,isolated,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,0,3,1,16
0,{'dispatch': True},1480.154140968807,0,isolated,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,0,1,2,128
0,{'dispatch': True},508.1229389179498,0,isolated,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,0,1,2,16
0,"{'city': True, 'date': True, 'priority': True}",1455.3533819271252,1,isolated,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,0,128
0,"{'city': True, 'date': True, 'priority': True}",487.3557429527864,1,isolated,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,0,16
0,"{'airport': True, 'sla': True, 'date': True}",1582.1879589930177,1,isolated,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,1,128
0,"{'airport': True, 'sla': True, 'date': True}",566.0969930468127,1,isolated,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,1,16
0,{'dispatch': True},1505.384610965848,1,isolated,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,1,1,2,128
0,{'dispatch': True},513.3228610502556,1,isolated,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,1,1,2,16
0,"{'city': True, 'date': True, 'priority': True}",1463.6377900606021,2,isolated,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,0,128
