final_all_ready,final_ready_count,high_steps,low_steps,nfe_schedule,num_stages,prompt,request_index,total_generation_ms,variant
True,3,128,32,"128,128,128",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,7121.594659052789,all_high
True,3,128,32,"32,32,32",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,3176.8665940035135,all_low
True,3,128,32,"32,128,128",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,5308.658847003244,low_stage_0
True,3,128,32,"128,32,128",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,6009.25616803579,low_stage_1
True,3,128,32,"128,128,32",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,6102.140897070058,low_stage_2
True,3,128,32,"128,128,128",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,6288.461267133243,all_high
True,3,128,32,"32,32,32",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,3213.424646994099,all_low
True,3,128,32,"32,128,128",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,5266.563623095863,low_stage_0
True,3,128,32,"128,32,128",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,5259.340839111246,low_stage_1
True,3,128,32,"128,128,32",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,5264.442719053477,low_stage_2
True,3,128,32,"128,128,128",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,6276.236489997245,all_high
True,3,128,32,"32,32,32",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,3207.200060831383,all_low
True,3,128,32,"32,128,128",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,5252.515987958759,low_stage_0
