final_all_ready,final_ready_count,high_steps,low_steps,nfe_schedule,num_stages,prompt,request_index,total_generation_ms,variant
True,3,128,4,"128,128,128",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,7292.779472074471,all_high
False,2,128,4,"4,4,4",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,505.5885480251163,all_low
False,2,128,4,"4,128,128",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,4540.417835116386,low_stage_0
True,3,128,4,"128,4,128",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,5131.601140019484,low_stage_1
True,3,128,4,"128,128,4",3,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, and check weather in Rome on 2026-01-03.",0,5419.128517038189,low_stage_2
True,3,128,4,"128,128,128",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,6185.42371399235,all_high
True,3,128,4,"4,4,4",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,532.8118749894202,all_low
True,3,128,4,"4,128,128",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,4309.041426982731,low_stage_0
True,3,128,4,"128,4,128",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,4291.325936093926,low_stage_1
True,3,128,4,"128,128,4",3,"Plan the Tokyo trip: find flights from JFK to BER on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and find flights from DFW to NRT on 2027-06-07.",1,4303.291939897463,low_stage_2
True,3,128,4,"128,128,128",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,6184.330000076443,all_high
True,3,128,4,"4,4,4",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,533.8461450301111,all_low
True,3,128,4,"4,128,128",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,4300.0482600182295,low_stage_0
True,3,128,4,"128,4,128",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,4299.467174103484,low_stage_1
True,3,128,4,"128,128,4",3,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, find flights from DFW to DXB on 2026-11-17, and check weather in Paris on 2026-11-15.",2,4302.990711061284,low_stage_2
True,3,128,4,"128,128,128",3,"Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, and check weather in Austin on 2027-04-22.",3,6173.543461016379,all_high
False,2,128,4,"4,4,4",3,"Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, and check weather in Austin on 2027-04-22.",3,516.229951987043,all_low
False,2,128,4,"4,128,128",3,"Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, and check weather in Austin on 2027-04-22.",3,4286.176860914566,low_stage_0
True,3,128,4,"128,4,128",3,"Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, and check weather in Austin on 2027-04-22.",3,4289.021348115057,low_stage_1
True,3,128,4,"128,128,4",3,"Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, and check weather in Austin on 2027-04-22.",3,4288.118664990179,low_stage_2
