request_id,cache_mode,prompt_length,generation_length,block,inner_step,progress,semantic_bytes,cache_bytes,strategy,cpu_memory_mode,checkpoint_prepare_ms,d2h_ms,gpu_restore_prepare_ms,h2d_ms,semantic_restore_ms,restore_setup_ms,rebuild_ms,recompute_ms,total_recovery_ms,gpu_bytes_retained,full_state_bytes,median_iteration_ms,final_exact,repetition
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,full_offload_pageable,pageable,0.040786981116980314,0.04465499660000205,0.09152200073003769,0.07302698213607073,0.0,0.47091799206100404,0.0,0.0,0.7209089526440948,0,2464,32.29546349029988,True,0
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,full_offload_pageable,pageable,0.019547005649656057,0.03544698120094836,0.09087100625038147,0.0720360258128494,0.0,0.47022700891830027,0.0,0.0,0.6881280278321356,0,2464,32.29546349029988,True,1
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,full_offload_pageable,pageable,0.018916005501523614,0.036088022170588374,0.09827499161474407,0.07297701085917652,0.0,0.45734201557934284,0.0,0.0,0.6835980457253754,0,2464,32.29546349029988,True,2
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,full_offload_pageable,pageable,0.01902598887681961,0.036007986636832356,0.09320600656792521,0.07173599442467093,0.0,0.4666500026360154,0.0,0.0,0.6866259791422635,0,2464,32.29546349029988,True,3
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,full_offload_pageable,pageable,0.018835999071598053,0.03636899054981768,0.09118198067881167,0.06947101792320609,0.0,0.4606089787557721,0.0,0.0,0.6764669669792056,0,2464,32.29546349029988,True,4
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,full_offload_pageable,pageable,0.019516999600455165,0.035896984627470374,0.08929797331802547,0.07252697832882404,0.0,0.4667400207836181,0.0,0.0,0.6839789566583931,0,2464,32.29546349029988,True,5
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,full_offload_pageable,pageable,0.018874998204410076,0.03586799721233547,0.08907800656743348,0.0745799916330725,0.0,0.46809198101982474,0.0,0.0,0.6864929746370763,0,2464,32.29546349029988,True,6
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,full_offload_pageable,pageable,0.01890500425361097,0.03571799607016146,0.09511900134384632,0.07091398583725095,0.0,0.45831501483917236,0.0,0.0,0.6789710023440421,0,2464,32.29546349029988,True,7
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,full_offload_pageable,pageable,0.018435006495565176,0.036218989407643676,0.08876700303517282,0.07134498446248472,0.0,0.4659679834730923,0.0,0.0,0.6807339668739587,0,2464,32.29546349029988,True,8
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,full_offload_pageable,pageable,0.018674996681511402,0.04387300577946007,0.08960900595411658,0.07010198896750808,0.0,0.4680030106101185,0.0,0.0,0.6902620079927146,0,2464,32.29546349029988,True,9
