ar_false_starts,ar_ready_fraction,ar_ready_step,ar_saving_tool100ms,ar_saving_tool300ms,ar_saving_tool500ms,ar_saving_tool50ms,ar_stable_fraction,ar_stable_step,dllm_beats_ar,dllm_false_starts,dllm_lead_fraction,dllm_ready_fraction,dllm_ready_step,dllm_saving_tool100ms,dllm_saving_tool300ms,dllm_saving_tool500ms,dllm_saving_tool50ms,dllm_stable_fraction,dllm_stable_step,final_detected_tool,final_ready,generation_ms,num_history_steps,prompt,request_index,target_args,target_tool
0,0.3333333333333333,15,0.03784733086929484,0.10555225069572483,0.1643550539230138,0.01928867792232619,0.3333333333333333,15,True,0,0.2444444444444444,0.08888888888888889,4,0.03784733086929484,0.10555225069572483,0.1643550539230138,0.01928867792232619,0.08888888888888889,4,semantic_retrieval,True,2542.1942499815486,46,"Prepare a retrieval query to answer: Who won the 2014 FIFA World Cup final, and who did they beat?",0,"{""constraints"": [""2014""], ""entities"": [""2014 FIFA World Cup final""], ""query"": ""2014 FIFA World Cup final winner opponent"", ""relation"": ""winner and opponent""}",semantic_retrieval
0,0.4230769230769231,11,0.08095375897549452,0.2090194556575094,0.3057593273230081,0.04218437119695271,0.4230769230769231,11,False,0,-0.11538461538461536,0.5384615384615384,14,0.08095375897549452,0.2090194556575094,0.3057593273230081,0.04218437119695271,0.5384615384615384,14,semantic_retrieval,True,1135.2730900398456,27,"Prepare a retrieval query to answer: What company acquired GitHub, and in what year?",1,"{""constraints"": [""year""], ""entities"": [""GitHub""], ""query"": ""GitHub acquisition company year"", ""relation"": ""acquired by""}",semantic_retrieval
0,0.38235294117647056,13,0.07087469178535022,0.18622657337557857,0.2760995709532383,0.036739288776913466,0.38235294117647056,13,True,0,0.08823529411764702,0.29411764705882354,10,0.07087469178535022,0.18622657337557857,0.2760995709532383,0.036739288776913466,0.29411764705882354,10,semantic_retrieval,True,1310.9408800373785,35,Prepare a retrieval query to answer: Which city hosted the 2020 Summer Olympics?,2,"{""constraints"": [""city""], ""entities"": [""2020 Summer Olympics""], ""query"": ""2020 Summer Olympics host city"", ""relation"": ""host city""}",semantic_retrieval
0,0.9032258064516129,28,0.0768341268206729,0.07743875469082266,0.06833637123315171,0.03995189800953193,0.9032258064516129,28,True,0,0.3870967741935484,0.5161290322580645,16,0.0768341268206729,0.19979953486149896,0.29385749725743215,0.03995189800953193,0.5161290322580645,16,semantic_retrieval,True,1201.5049970359541,32,Prepare a retrieval query to answer: What paper introduced PagedAttention for LLM serving?,3,"{""constraints"": [""LLM serving""], ""entities"": [""PagedAttention""], ""query"": ""PagedAttention LLM serving paper"", ""relation"": ""introduced by paper""}",semantic_retrieval
0,0.45454545454545453,15,0.07267315342493272,0.1903524366131969,0.2815277342318453,0.03770670945308299,0.45454545454545453,15,True,0,0.1515151515151515,0.30303030303030304,10,0.07267315342493272,0.1903524366131969,0.2815277342318453,0.03770670945308299,0.30303030303030304,10,semantic_retrieval,True,1276.0239550261758,34,Prepare a retrieval query to answer: Which database system introduced the Volcano iterator model?,4,"{""constraints"": [""database""], ""entities"": [""Volcano iterator model""], ""query"": ""Volcano iterator model database system"", ""relation"": ""introduced by system""}",semantic_retrieval
0,0.34782608695652173,8,0.09666043045774599,0.24300362196867162,0.348541475912434,0.05078464820704193,0.34782608695652173,8,True,0,0.13043478260869565,0.21739130434782608,5,0.09666043045774599,0.24300362196867162,0.348541475912434,0.05078464820704193,0.21739130434782608,5,semantic_retrieval,True,934.5495000015944,24,Prepare a retrieval query to answer: What is the capital city of South Korea?,5,"{""constraints"": [""city""], ""entities"": [""South Korea""], ""query"": ""South Korea capital city"", ""relation"": ""capital city""}",semantic_retrieval
0,,,0.0,0.0,0.0,0.0,,,False,0,,,,0.0,0.0,0.0,0.0,,,,False,931.980638008099,24,Prepare a retrieval query to answer: Which team won Super Bowl 50?,6,"{""constraints"": [""team""], ""entities"": [""Super Bowl 50""], ""query"": ""Super Bowl 50 winner"", ""relation"": ""winner""}",semantic_retrieval
0,0.4666666666666667,14,0.07896199729351067,0.20457818733173277,0.30004224630489074,0.041103818447247586,0.4666666666666667,14,True,0,0.30000000000000004,0.16666666666666666,5,0.07896199729351067,0.20457818733173277,0.30004224630489074,0.041103818447247586,0.16666666666666666,5,semantic_retrieval,True,1166.4319980191067,31,Prepare a retrieval query to answer: What programming language was originally developed by Guido van Rossum?,7,"{""constraints"": [""programming language""], ""entities"": [""Guido van Rossum""], ""query"": ""Guido van Rossum developed programming language"", ""relation"": ""developed language""}",semantic_retrieval
0,,,0.0,0.0,0.0,0.0,,,False,0,,,,0.0,0.0,0.0,0.0,,,,False,1140.8363570226356,30,Prepare a retrieval query to answer: Which spacecraft first landed humans on the Moon?,8,"{""constraints"": [""first humans""], ""entities"": [""Moon landing""], ""query"": ""spacecraft first landed humans on Moon"", ""relation"": ""spacecraft""}",semantic_retrieval
0,0.36,9,0.09041457390847796,0.2297061537030082,0.33200170042068444,0.04734775028815317,0.36,9,False,0,-0.12,0.48,12,0.09041457390847796,0.2297061537030082,0.33200170042068444,0.04734775028815317,0.48,12,semantic_retrieval,True,1006.0163829475641,26,Prepare a retrieval query to answer: What treaty established the European Union?,9,"{""constraints"": [""treaty""], ""entities"": [""European Union""], ""query"": ""treaty established European Union"", ""relation"": ""established by treaty""}",semantic_retrieval
0,0.5161290322580645,16,0.07663695691369608,0.19935495634170608,0.2932803349849703,0.039845289317154295,0.5161290322580645,16,True,0,0.3225806451612903,0.1935483870967742,6,0.07663695691369608,0.19935495634170608,0.2932803349849703,0.039845289317154295,0.1935483870967742,6,semantic_retrieval,True,1204.8534809728153,32,Prepare a retrieval query to answer: What architecture introduced attention as the main mechanism for sequence transduction?,10,"{""constraints"": [""sequence transduction""], ""entities"": [""attention""], ""query"": ""attention main mechanism sequence transduction architecture"", ""relation"": ""architecture introduced""}",semantic_retrieval
0,,,0.0,0.0,0.0,0.0,,,False,0,,,,0.0,0.0,0.0,0.0,,,,False,1241.0752809955738,33,Prepare a retrieval query to answer: Which operating system popularized containers through cgroups and namespaces?,11,"{""constraints"": [""operating system""], ""entities"": [""cgroups"", ""namespaces""], ""query"": ""containers cgroups namespaces operating system"", ""relation"": ""container support""}",semantic_retrieval
0,0.4166666666666667,10,0.09326515090772605,0.23580978277173098,0.3396250342523005,0.048913539788778784,0.4166666666666667,10,True,0,0.16666666666666669,0.25,6,0.09326515090772605,0.23580978277173098,0.3396250342523005,0.048913539788778784,0.25,6,semantic_retrieval,True,972.2118500503711,25,Prepare a retrieval query to answer: What consensus algorithm is used by etcd?,12,"{""constraints"": [""algorithm""], ""entities"": [""etcd""], ""query"": ""etcd consensus algorithm"", ""relation"": ""consensus algorithm""}",semantic_retrieval
0,0.3448275862068966,10,0.08069200573189306,0.2084375321221886,0.30501193078928596,0.04204223916790566,0.3448275862068966,10,False,0,-0.13793103448275862,0.4827586206896552,14,0.08069200573189306,0.2084375321221886,0.30501193078928596,0.04204223916790566,0.4827586206896552,14,semantic_retrieval,True,1139.2801380134188,30,Prepare a retrieval query to answer: Which company developed Kubernetes?,13,"{""constraints"": [""company""], ""entities"": [""Kubernetes""], ""query"": ""Kubernetes developed by company"", ""relation"": ""developed by""}",semantic_retrieval
0,1.0,21,0.0,0.0,0.0,0.0,1.0,21,True,0,0.1428571428571429,0.8571428571428571,18,0.10302637185544163,0.10624667155158393,0.09074328431999384,0.054310914146029725,0.8571428571428571,18,semantic_retrieval,True,870.6252700067125,22,Prepare a retrieval query to answer: What is the name of the cache replacement policy based on recency and frequency in Redis?,14,"{""constraints"": [""recency"", ""frequency""], ""entities"": [""Redis""], ""query"": ""Redis cache replacement policy recency frequency"", ""relation"": ""cache replacement policy""}",semantic_retrieval
0,0.9210526315789473,35,0.06441114381268838,0.06543304373926727,0.05873064582282645,0.033277285931251066,0.9210526315789473,35,True,0,0.42105263157894735,0.5,19,0.06441114381268838,0.17118144596928234,0.2560784862441992,0.033277285931251066,0.5,19,semantic_retrieval,True,1452.5263810064644,39,Prepare a retrieval query to answer: What system introduced speculative decoding for faster LLM inference?,15,"{""constraints"": [""LLM inference""], ""entities"": [""speculative decoding""], ""query"": ""speculative decoding faster LLM inference system"", ""relation"": ""introduced by system""}",semantic_retrieval
0,0.8636363636363636,19,0.09954660602359425,0.10240162978569897,0.08782026277943077,0.05238045107505021,0.8636363636363636,19,True,0,0.18181818181818188,0.6818181818181818,15,0.09954660602359425,0.23893713616663087,0.20491394648533842,0.05238045107505021,0.6818181818181818,15,semantic_retrieval,True,904.554590000771,23,Prepare a retrieval query to answer: What does RAG stand for in language model systems?,16,"{""constraints"": [""language model""], ""entities"": [""RAG""], ""query"": ""RAG stands for language model systems"", ""relation"": ""stands for""}",semantic_retrieval
0,1.0,24,0.0,0.0,0.0,0.0,1.0,24,True,0,0.125,0.875,21,0.09398085710485073,0.09533336933946182,0.08231009845656365,0.04930740462663897,0.875,21,semantic_retrieval,True,964.0464779804461,25,Prepare a retrieval query to answer: Which paper introduced retrieval-augmented generation?,17,"{""constraints"": [""paper""], ""entities"": [""retrieval-augmented generation""], ""query"": ""retrieval augmented generation paper introduced"", ""relation"": ""introduced by paper""}",semantic_retrieval
0,0.38461538461538464,10,0.08726325001346459,0.22288960703261404,0.3234240982747927,0.04562219553426727,0.38461538461538464,10,True,0,0.23076923076923078,0.15384615384615385,4,0.08726325001346459,0.22288960703261404,0.3234240982747927,0.04562219553426727,0.15384615384615385,4,semantic_retrieval,True,1045.95777700888,27,Prepare a retrieval query to answer: What storage engine does RocksDB use?,18,"{""constraints"": [""engine""], ""entities"": [""RocksDB""], ""query"": ""RocksDB storage engine"", ""relation"": ""storage engine""}",semantic_retrieval
0,0.3157894736842105,6,0.1111797154227595,0.27286503286317837,0.38477976016947707,0.05886198720469797,0.3157894736842105,6,False,0,-0.4736842105263158,0.7894736842105263,15,0.1111797154227595,0.15308104571301506,0.12952005049063647,0.05886198720469797,0.7894736842105263,15,semantic_retrieval,True,799.4446479715407,20,Prepare a retrieval query to answer: Which distributed file system did Google publish in 2003?,19,"{""constraints"": [""2003""], ""entities"": [""Google""], ""query"": ""Google distributed file system 2003"", ""relation"": ""distributed file system""}",semantic_retrieval
0,,,0.0,0.0,0.0,0.0,,,False,0,,,,0.0,0.0,0.0,0.0,,,,False,869.5496790460311,22,Prepare a retrieval query to answer: What model family does LLaDA belong to?,20,"{""constraints"": [""diffusion language model""], ""entities"": [""LLaDA""], ""query"": ""LLaDA model family diffusion language model"", ""relation"": ""model family""}",semantic_retrieval
0,,,0.0,0.0,0.0,0.0,,,False,0,,,,0.0,0.0,0.0,0.0,,,,False,940.3831270174123,24,Prepare a retrieval query to answer: Which benchmark evaluates massive multitask language understanding?,21,"{""constraints"": [""language understanding""], ""entities"": [""massive multitask language understanding""], ""query"": ""massive multitask language understanding benchmark"", ""relation"": ""benchmark""}",semantic_retrieval
