ar_all_ready_fraction,ar_all_ready_step,ar_all_stable_fraction,ar_all_stable_step,ar_call_ready_spread,ar_call_stable_spread,ar_mean_call_ready_fraction,bias_strength,dllm_all_ready_fraction,dllm_all_ready_lead_fraction,dllm_all_ready_step,dllm_all_stable_fraction,dllm_all_stable_step,dllm_beats_ar_all_ready,dllm_call_ready_spread,dllm_call_stable_spread,dllm_mean_call_ready_fraction,final_all_ready,final_ready_count,generation_ms,num_calls,num_history_steps,oracle_action_position_count,prompt,prompt_format,request_index
,,,,0.33333333333333337,0.33333333333333337,0.46296296296296297,0.0,,,,,,False,0.1111111111111111,0.1111111111111111,0.24074074074074073,False,2,2260.743992985226,3,28,23,"Plan my Seoul trip: check weather in Seoul on 2027-02-22, find flights from SFO to ICN on 2027-02-21, and list research calendar events between 2027-02-20 and 2027-02-23 with keyword meeting.",named_object,0
,,,,0.35000000000000003,0.35000000000000003,0.475,0.2,,,,,,False,0.14999999999999997,0.14999999999999997,0.275,False,2,1134.1223799972795,3,21,23,"Plan my Seoul trip: check weather in Seoul on 2027-02-22, find flights from SFO to ICN on 2027-02-21, and list research calendar events between 2027-02-20 and 2027-02-23 with keyword meeting.",named_object,0
,,,,0.39999999999999997,0.39999999999999997,0.4666666666666667,0.4,,,,,,False,0.2,0.2,0.3666666666666667,False,2,955.4555279901251,3,16,23,"Plan my Seoul trip: check weather in Seoul on 2027-02-22, find flights from SFO to ICN on 2027-02-21, and list research calendar events between 2027-02-20 and 2027-02-23 with keyword meeting.",named_object,0
0.9230769230769231,12,0.9230769230769231,12,0.6153846153846154,0.6153846153846154,0.6410256410256411,0.0,0.9230769230769231,0.0,12,0.9230769230769231,12,False,0.46153846153846156,0.46153846153846156,0.6666666666666667,True,3,1174.1812919499353,3,14,23,"Prepare for the Tokyo customer visit: check Tokyo weather on 2026-09-14, find flights from SEA to NRT on 2026-09-13, and fetch CRM contacts at company Sony with role director in city Tokyo.",named_object,1
0.9166666666666666,11,0.9166666666666666,11,0.5833333333333333,0.5833333333333333,0.6388888888888888,0.2,0.9166666666666666,0.0,11,0.9166666666666666,11,False,0.49999999999999994,0.49999999999999994,0.6388888888888888,True,3,836.3523199805059,3,13,23,"Prepare for the Tokyo customer visit: check Tokyo weather on 2026-09-14, find flights from SEA to NRT on 2026-09-13, and fetch CRM contacts at company Sony with role director in city Tokyo.",named_object,1
,,,,0.34285714285714286,0.34285714285714286,0.45714285714285713,0.4,,,,,,False,0.19999999999999996,0.19999999999999996,0.4714285714285714,False,2,1896.6735010035336,3,36,23,"Prepare for the Tokyo customer visit: check Tokyo weather on 2026-09-14, find flights from SEA to NRT on 2026-09-13, and fetch CRM contacts at company Sony with role director in city Tokyo.",named_object,1
,,,,0.3214285714285714,0.3214285714285714,0.4464285714285714,0.0,,,,,,False,0.10714285714285712,0.10714285714285712,0.23214285714285715,False,2,1443.9087199862115,3,29,23,"Before the Paris workshop, check weather in Paris on 2027-01-08, find flights from BOS to CDG on 2027-01-07, and list research calendar events from 2027-01-08 to 2027-01-10 with keyword workshop.",named_object,2
,,,,0.30434782608695654,0.30434782608695654,0.4565217391304348,0.2,,,,,,False,0.13043478260869568,0.13043478260869568,0.2391304347826087,False,2,1244.0549479797482,3,24,23,"Before the Paris workshop, check weather in Paris on 2027-01-08, find flights from BOS to CDG on 2027-01-07, and list research calendar events from 2027-01-08 to 2027-01-10 with keyword workshop.",named_object,2
1.0,27,1.0,27,0.7407407407407407,0.7407407407407407,0.6172839506172839,0.4,0.7777777777777778,0.2222222222222222,21,0.7777777777777778,21,True,0.5555555555555556,0.5555555555555556,0.5061728395061729,True,3,1500.0185039825737,3,28,23,"Before the Paris workshop, check weather in Paris on 2027-01-08, find flights from BOS to CDG on 2027-01-07, and list research calendar events from 2027-01-08 to 2027-01-10 with keyword workshop.",named_object,2
1.0,14,1.0,14,0.7142857142857143,0.7142857142857143,0.6190476190476191,0.0,0.7142857142857143,0.2857142857142857,10,0.7142857142857143,10,True,0.4285714285714286,0.4285714285714286,0.4523809523809524,True,3,910.4565309826285,3,15,27,"Set up the Austin sales call: check weather in Austin on 2027-05-20, fetch CRM contacts at company Dell with role manager in city Austin, and list sales calendar events from 2027-05-19 to 2027-05-21 with keyword call.",named_object,3
1.0,14,1.0,14,0.7142857142857143,0.7142857142857143,0.6190476190476191,0.2,0.7142857142857143,0.2857142857142857,10,0.7142857142857143,10,True,0.4285714285714286,0.4285714285714286,0.4523809523809524,True,3,910.0813829572871,3,15,27,"Set up the Austin sales call: check weather in Austin on 2027-05-20, fetch CRM contacts at company Dell with role manager in city Austin, and list sales calendar events from 2027-05-19 to 2027-05-21 with keyword call.",named_object,3
,,,,0.2727272727272727,0.2727272727272727,0.40909090909090906,0.4,,,,,,False,0.0,0.0,0.36363636363636365,False,2,803.4961740486324,3,12,27,"Set up the Austin sales call: check weather in Austin on 2027-05-20, fetch CRM contacts at company Dell with role manager in city Austin, and list sales calendar events from 2027-05-19 to 2027-05-21 with keyword call.",named_object,3
