ar_all_ready_fraction,ar_all_ready_step,ar_all_stable_fraction,ar_all_stable_step,ar_call_ready_spread,ar_call_stable_spread,ar_mean_call_ready_fraction,bias_strength,dllm_all_ready_fraction,dllm_all_ready_lead_fraction,dllm_all_ready_step,dllm_all_stable_fraction,dllm_all_stable_step,dllm_beats_ar_all_ready,dllm_call_ready_spread,dllm_call_stable_spread,dllm_mean_call_ready_fraction,final_all_ready,final_ready_count,generation_ms,num_calls,num_history_steps,oracle_action_position_count,prompt,prompt_format,request_index
1.0,7,1.0,7,0.4285714285714286,0.4285714285714286,0.7857142857142857,0.0,0.7142857142857143,0.2857142857142857,5,0.7142857142857143,5,True,0.4285714285714286,0.4285714285714286,0.5,True,2,1437.2945729992352,2,8,12,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, and check weather in Seoul on 2026-01-01.",action_list,0
1.0,6,1.0,6,0.5,0.5,0.75,0.0,0.6666666666666666,0.33333333333333337,4,0.6666666666666666,4,True,0.3333333333333333,0.3333333333333333,0.5,True,2,823.9727370091714,2,7,17,"Plan the Tokyo trip: check weather in Tokyo on 2027-06-08, and list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview.",action_list,1
1.0,9,1.0,9,0.4444444444444444,0.4444444444444444,0.7777777777777778,0.0,0.6666666666666666,0.33333333333333337,6,0.6666666666666666,6,True,0.3333333333333333,0.3333333333333333,0.5,True,2,696.426962967962,2,10,14,"Set up the Paris customer meeting: find flights from IAD to CDG on 2026-11-14, and find flights from DFW to DXB on 2026-11-17.",action_list,2
1.0,7,1.0,7,0.4285714285714286,0.4285714285714286,0.7857142857142857,0.0,0.7142857142857143,0.2857142857142857,5,0.7142857142857143,5,True,0.28571428571428575,0.28571428571428575,0.5714285714285714,True,2,585.7605870114639,2,8,11,"Organize the Austin project stop: find flights from SFO to AUS on 2027-04-21, and check weather in Austin on 2027-04-22.",action_list,3
1.0,7,1.0,7,0.4285714285714286,0.4285714285714286,0.7857142857142857,0.0,0.7142857142857143,0.2857142857142857,5,0.7142857142857143,5,True,0.28571428571428575,0.28571428571428575,0.5714285714285714,True,2,588.0289060296491,2,8,13,"Prepare the London partner update: find flights from DFW to YYZ on 2026-09-07, and check weather in Toronto on 2026-09-07.",action_list,4
1.0,7,1.0,7,0.4285714285714286,0.4285714285714286,0.7857142857142857,0.0,0.7142857142857143,0.2857142857142857,5,0.7142857142857143,5,True,0.28571428571428575,0.28571428571428575,0.5714285714285714,True,2,583.4903449867852,2,8,9,"Prepare for the Amsterdam visit: check weather in Amsterdam on 2027-02-12, and check weather in Singapore on 2027-02-14.",action_list,5
1.0,6,1.0,6,0.33333333333333337,0.33333333333333337,0.8333333333333333,0.0,0.6666666666666666,0.33333333333333337,4,0.6666666666666666,4,True,0.3333333333333333,0.3333333333333333,0.5,True,2,524.5606189710088,2,7,19,"Plan the Madrid trip: fetch CRM contacts at company NVIDIA with role coordinator in city Madrid, and check weather in Madrid on 2026-07-19.",action_list,6
1.0,10,1.0,10,0.5,0.5,0.75,0.0,0.7,0.30000000000000004,7,0.7,7,True,0.39999999999999997,0.39999999999999997,0.5,True,2,749.5086489943787,2,11,11,"Set up the Rome customer meeting: check weather in Rome on 2027-12-02, and find flights from JFK to ZRH on 2027-12-04.",action_list,7
1.0,8,1.0,8,0.5,0.5,0.75,0.0,0.75,0.25,6,0.75,6,True,0.375,0.375,0.5625,True,2,648.1310540111735,2,9,14,"Organize the Berlin project stop: find flights from MIA to BER on 2026-05-08, and find flights from DFW to ORD on 2026-05-11.",action_list,8
1.0,7,1.0,7,0.4285714285714286,0.4285714285714286,0.7857142857142857,0.0,0.7142857142857143,0.2857142857142857,5,0.7142857142857143,5,True,0.4285714285714286,0.4285714285714286,0.5,True,2,589.5632499596104,2,8,12,"Prepare the Dubai partner update: check weather in New York on 2027-10-18, and find flights from SFO to JFK on 2027-10-18.",action_list,9
1.0,8,1.0,8,0.5,0.5,0.75,0.0,0.75,0.25,6,0.75,6,True,0.375,0.375,0.5625,True,2,643.5250159702264,2,9,11,"Prepare for the Boston visit: check weather in Boston on 2026-03-23, and check weather in San Francisco on 2026-03-25.",action_list,10
1.0,8,1.0,8,0.375,0.375,0.8125,0.0,0.75,0.25,6,0.75,6,True,0.375,0.375,0.5625,True,2,645.8069710060954,2,9,11,"Plan the Toronto trip: find flights from DFW to YYZ on 2027-08-05, and check weather in Seattle on 2027-08-08.",action_list,11
