ar_all_ready_fraction,ar_all_ready_step,ar_all_stable_fraction,ar_all_stable_step,ar_call_ready_spread,ar_call_stable_spread,ar_mean_call_ready_fraction,bias_strength,dllm_all_ready_fraction,dllm_all_ready_lead_fraction,dllm_all_ready_step,dllm_all_stable_fraction,dllm_all_stable_step,dllm_beats_ar_all_ready,dllm_call_ready_spread,dllm_call_stable_spread,dllm_mean_call_ready_fraction,final_all_ready,final_ready_count,generation_ms,num_calls,num_history_steps,oracle_action_position_count,prompt,prompt_format,request_index
1.0,11,1.0,11,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.0,0.9090909090909091,0.09090909090909094,10,0.9090909090909091,10,True,0.45454545454545453,0.45454545454545453,0.696969696969697,True,3,1676.0006850236095,3,12,22,"Plan my Seoul trip: check weather in Seoul on 2027-02-22, find flights from SFO to ICN on 2027-02-21, and list research calendar events between 2027-02-20 and 2027-02-23 with keyword meeting.",json_array,0
,,,,0.7058823529411764,0.7058823529411764,0.6470588235294118,0.2,,,,,,False,0.411764705882353,0.411764705882353,0.5,False,2,1052.4805210297927,3,18,22,"Plan my Seoul trip: check weather in Seoul on 2027-02-22, find flights from SFO to ICN on 2027-02-21, and list research calendar events between 2027-02-20 and 2027-02-23 with keyword meeting.",json_array,0
,,,,0.7142857142857143,0.7142857142857143,0.6428571428571428,0.4,,,,,,False,0.5714285714285714,0.5714285714285714,0.6428571428571429,False,2,957.4260920053348,3,15,22,"Plan my Seoul trip: check weather in Seoul on 2027-02-22, find flights from SFO to ICN on 2027-02-21, and list research calendar events between 2027-02-20 and 2027-02-23 with keyword meeting.",json_array,0
0.9090909090909091,10,0.9090909090909091,10,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.0,0.9090909090909091,0.0,10,0.9090909090909091,10,False,0.2727272727272727,0.2727272727272727,0.7575757575757576,True,3,1075.5252090166323,3,12,20,"Prepare for the Tokyo customer visit: check Tokyo weather on 2026-09-14, find flights from SEA to NRT on 2026-09-13, and fetch CRM contacts at company Sony with role director in city Tokyo.",json_array,1
1.0,8,1.0,8,0.625,0.625,0.7083333333333334,0.2,0.75,0.25,6,0.75,6,True,0.25,0.25,0.625,True,3,626.969202014152,3,9,20,"Prepare for the Tokyo customer visit: check Tokyo weather on 2026-09-14, find flights from SEA to NRT on 2026-09-13, and fetch CRM contacts at company Sony with role director in city Tokyo.",json_array,1
1.0,9,1.0,9,0.6666666666666667,0.6666666666666667,0.6666666666666666,0.4,0.8888888888888888,0.11111111111111116,8,0.8888888888888888,8,True,0.4444444444444444,0.4444444444444444,0.6666666666666666,True,3,673.9477799856104,3,10,20,"Prepare for the Tokyo customer visit: check Tokyo weather on 2026-09-14, find flights from SEA to NRT on 2026-09-13, and fetch CRM contacts at company Sony with role director in city Tokyo.",json_array,1
1.0,12,1.0,12,0.6666666666666667,0.6666666666666667,0.6388888888888888,0.0,0.9166666666666666,0.08333333333333337,11,0.9166666666666666,11,True,0.41666666666666663,0.41666666666666663,0.7222222222222222,True,3,883.5743209929205,3,13,22,"Before the Paris workshop, check weather in Paris on 2027-01-08, find flights from BOS to CDG on 2027-01-07, and list research calendar events from 2027-01-08 to 2027-01-10 with keyword workshop.",json_array,2
1.0,11,1.0,11,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.2,0.9090909090909091,0.09090909090909094,10,0.9090909090909091,10,True,0.36363636363636365,0.36363636363636365,0.7272727272727273,True,3,834.5257820328698,3,12,22,"Before the Paris workshop, check weather in Paris on 2027-01-08, find flights from BOS to CDG on 2027-01-07, and list research calendar events from 2027-01-08 to 2027-01-10 with keyword workshop.",json_array,2
,,,,0.7142857142857143,0.7142857142857143,0.6428571428571428,0.4,,,,,,False,0.6428571428571428,0.6428571428571428,0.6785714285714286,False,2,961.3629120285623,3,15,22,"Before the Paris workshop, check weather in Paris on 2027-01-08, find flights from BOS to CDG on 2027-01-07, and list research calendar events from 2027-01-08 to 2027-01-10 with keyword workshop.",json_array,2
1.0,12,1.0,12,0.6666666666666667,0.6666666666666667,0.6388888888888888,0.0,0.8333333333333334,0.16666666666666663,10,0.8333333333333334,10,True,0.33333333333333337,0.33333333333333337,0.638888888888889,True,3,866.7511889943853,3,13,22,"Set up the Austin sales call: check weather in Austin on 2027-05-20, fetch CRM contacts at company Dell with role manager in city Austin, and list sales calendar events from 2027-05-19 to 2027-05-21 with keyword call.",json_array,3
1.0,12,1.0,12,0.6666666666666667,0.6666666666666667,0.6388888888888888,0.2,0.8333333333333334,0.16666666666666663,10,0.8333333333333334,10,True,0.33333333333333337,0.33333333333333337,0.638888888888889,True,3,866.1070120288059,3,13,22,"Set up the Austin sales call: check weather in Austin on 2027-05-20, fetch CRM contacts at company Dell with role manager in city Austin, and list sales calendar events from 2027-05-19 to 2027-05-21 with keyword call.",json_array,3
1.0,18,1.0,18,0.6666666666666667,0.6666666666666667,0.6296296296296297,0.4,0.9444444444444444,0.05555555555555558,17,0.9444444444444444,17,True,0.38888888888888884,0.38888888888888884,0.7407407407407407,True,3,1213.770066970028,3,19,22,"Set up the Austin sales call: check weather in Austin on 2027-05-20, fetch CRM contacts at company Dell with role manager in city Austin, and list sales calendar events from 2027-05-19 to 2027-05-21 with keyword call.",json_array,3
0.9166666666666666,11,0.9166666666666666,11,0.5833333333333333,0.5833333333333333,0.6388888888888888,0.0,0.9166666666666666,0.0,11,0.9166666666666666,11,False,0.33333333333333326,0.33333333333333326,0.75,True,3,827.9995090560988,3,13,21,"Prepare for the London investor update: check London weather on 2026-11-18, find flights from ORD to LHR on 2026-11-17, and fetch CRM contacts at company HSBC with role analyst in city London.",json_array,4
0.9090909090909091,10,0.9090909090909091,10,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.2,0.9090909090909091,0.0,10,0.9090909090909091,10,False,0.36363636363636365,0.36363636363636365,0.7272727272727273,True,3,771.363110980019,3,12,21,"Prepare for the London investor update: check London weather on 2026-11-18, find flights from ORD to LHR on 2026-11-17, and fetch CRM contacts at company HSBC with role analyst in city London.",json_array,4
0.9230769230769231,12,0.9230769230769231,12,0.5384615384615385,0.5384615384615385,0.6666666666666667,0.4,0.5384615384615384,0.3846153846153847,7,0.5384615384615384,7,True,0.23076923076923073,0.23076923076923073,0.41025641025641024,True,3,821.8870480195619,3,14,21,"Prepare for the London investor update: check London weather on 2026-11-18, find flights from ORD to LHR on 2026-11-17, and fetch CRM contacts at company HSBC with role analyst in city London.",json_array,4
1.0,12,1.0,12,0.6666666666666667,0.6666666666666667,0.6388888888888888,0.0,0.8333333333333334,0.16666666666666663,10,0.8333333333333334,10,True,0.4166666666666667,0.4166666666666667,0.6388888888888888,True,3,869.5993790170178,3,13,22,"Organize the Amsterdam demo: check Amsterdam weather on 2026-10-05, find flights from DFW to AMS on 2026-10-04, and list product calendar events from 2026-10-05 to 2026-10-06 with keyword demo.",json_array,5
1.0,12,1.0,12,0.6666666666666667,0.6666666666666667,0.6388888888888888,0.2,0.8333333333333334,0.16666666666666663,10,0.8333333333333334,10,True,0.4166666666666667,0.4166666666666667,0.6388888888888888,True,3,868.6093440046534,3,13,22,"Organize the Amsterdam demo: check Amsterdam weather on 2026-10-05, find flights from DFW to AMS on 2026-10-04, and list product calendar events from 2026-10-05 to 2026-10-06 with keyword demo.",json_array,5
1.0,13,1.0,13,0.6923076923076923,0.6923076923076923,0.6410256410256411,0.4,0.7692307692307693,0.23076923076923073,10,0.7692307692307693,10,True,0.38461538461538464,0.38461538461538464,0.5897435897435898,True,3,905.8232450042851,3,14,22,"Organize the Amsterdam demo: check Amsterdam weather on 2026-10-05, find flights from DFW to AMS on 2026-10-04, and list product calendar events from 2026-10-05 to 2026-10-06 with keyword demo.",json_array,5
0.9,9,0.9,9,0.6000000000000001,0.6000000000000001,0.6333333333333333,0.0,0.9,0.0,9,0.9,9,False,0.4,0.4,0.7,True,3,718.5113310115412,3,11,22,"Prepare for the Madrid partner meeting: check Madrid weather on 2027-03-12, find flights from MIA to MAD on 2027-03-11, and fetch CRM contacts at company Telefonica with role partner in city Madrid.",json_array,6
0.9,9,0.9,9,0.6000000000000001,0.6000000000000001,0.6333333333333333,0.2,0.9,0.0,9,0.9,9,False,0.4,0.4,0.7,True,3,718.319739040453,3,11,22,"Prepare for the Madrid partner meeting: check Madrid weather on 2027-03-12, find flights from MIA to MAD on 2027-03-11, and fetch CRM contacts at company Telefonica with role partner in city Madrid.",json_array,6
0.8888888888888888,8,0.8888888888888888,8,0.5555555555555556,0.5555555555555556,0.6296296296296295,0.4,0.8888888888888888,0.0,8,0.8888888888888888,8,False,0.4444444444444444,0.4444444444444444,0.6666666666666666,True,3,660.579260031227,3,10,22,"Prepare for the Madrid partner meeting: check Madrid weather on 2027-03-12, find flights from MIA to MAD on 2027-03-11, and fetch CRM contacts at company Telefonica with role partner in city Madrid.",json_array,6
,,,,0.3333333333333333,0.3333333333333333,0.5,0.0,,,,,,False,0.24999999999999994,0.24999999999999994,0.5416666666666666,False,2,873.2613419997506,3,13,20,"Plan the Rome maintenance trip: check Rome weather on 2026-08-30, find flights from ATL to FCO on 2026-08-29, and list ops calendar events from 2026-08-30 to 2026-09-01 with keyword maintenance.",json_array,7
,,,,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.2,,,,,,False,0.18181818181818182,0.18181818181818182,0.5454545454545454,False,2,822.6209759595804,3,12,20,"Plan the Rome maintenance trip: check Rome weather on 2026-08-30, find flights from ATL to FCO on 2026-08-29, and list ops calendar events from 2026-08-30 to 2026-09-01 with keyword maintenance.",json_array,7
,,,,0.3571428571428572,0.3571428571428572,0.4642857142857143,0.4,,,,,,False,0.14285714285714285,0.14285714285714285,0.4285714285714286,False,2,931.5984069835395,3,15,20,"Plan the Rome maintenance trip: check Rome weather on 2026-08-30, find flights from ATL to FCO on 2026-08-29, and list ops calendar events from 2026-08-30 to 2026-09-01 with keyword maintenance.",json_array,7
1.0,14,1.0,14,0.7142857142857143,0.7142857142857143,0.5952380952380952,0.0,0.7857142857142857,0.2142857142857143,11,0.7857142857142857,11,True,0.35714285714285715,0.35714285714285715,0.5714285714285714,True,3,948.8796329824254,3,15,27,"Prepare for the Berlin hiring visit: check Berlin weather on 2027-04-09, fetch CRM contacts at company SAP with role recruiter in city Berlin, and list recruiting calendar events from 2027-04-09 to 2027-04-11 with keyword interview.",json_array,8
1.0,12,1.0,12,0.6666666666666667,0.6666666666666667,0.6111111111111112,0.2,0.8333333333333334,0.16666666666666663,10,0.8333333333333334,10,True,0.4166666666666667,0.4166666666666667,0.5833333333333334,True,3,853.0704689910635,3,13,27,"Prepare for the Berlin hiring visit: check Berlin weather on 2027-04-09, fetch CRM contacts at company SAP with role recruiter in city Berlin, and list recruiting calendar events from 2027-04-09 to 2027-04-11 with keyword interview.",json_array,8
,,,,0.25000000000000006,0.25000000000000006,0.45833333333333337,0.4,,,,,,False,0.0,0.0,0.4166666666666667,False,2,853.875158005394,3,13,27,"Prepare for the Berlin hiring visit: check Berlin weather on 2027-04-09, fetch CRM contacts at company SAP with role recruiter in city Berlin, and list recruiting calendar events from 2027-04-09 to 2027-04-11 with keyword interview.",json_array,8
0.9090909090909091,10,0.9090909090909091,10,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.0,0.9090909090909091,0.0,10,0.9090909090909091,10,False,0.36363636363636365,0.36363636363636365,0.6969696969696969,True,3,797.5776059902273,3,12,21,"Plan the Dubai conference stop: check Dubai weather on 2027-06-16, find flights from IAD to DXB on 2027-06-15, and fetch CRM contacts at company Emirates with role coordinator in city Dubai.",json_array,9
1.0,10,1.0,10,0.6,0.6,0.7,0.2,0.8,0.19999999999999996,8,0.8,8,True,0.30000000000000004,0.30000000000000004,0.6333333333333333,True,3,742.6200449699536,3,11,21,"Plan the Dubai conference stop: check Dubai weather on 2027-06-16, find flights from IAD to DXB on 2027-06-15, and fetch CRM contacts at company Emirates with role coordinator in city Dubai.",json_array,9
1.0,10,1.0,10,0.6,0.6,0.7,0.4,0.8,0.19999999999999996,8,0.8,8,True,0.30000000000000004,0.30000000000000004,0.6333333333333333,True,3,740.716329019051,3,11,21,"Plan the Dubai conference stop: check Dubai weather on 2027-06-16, find flights from IAD to DXB on 2027-06-15, and fetch CRM contacts at company Emirates with role coordinator in city Dubai.",json_array,9
