native_generation_ms,native_latency_tool100ms,native_latency_tool300ms,native_latency_tool500ms,native_latency_tool50ms,native_ready_fraction,native_ready_ms,native_saving_tool100ms,native_saving_tool300ms,native_saving_tool500ms,native_saving_tool50ms,no_spec_latency_tool100ms,no_spec_latency_tool300ms,no_spec_latency_tool500ms,no_spec_latency_tool50ms,probe_detected_tool,probe_latency_ms,probe_latency_tool100ms,probe_latency_tool300ms,probe_latency_tool500ms,probe_latency_tool50ms,probe_output_tokens,probe_prompt_tokens,probe_ready,probe_saving_tool100ms,probe_saving_tool300ms,probe_saving_tool500ms,probe_saving_tool50ms,request_index,target_args,target_tool
1380.6375629501417,1380.6375629501417,1380.6375629501417,1380.6375629501417,1380.6375629501417,0.5,690.3187814750709,0.06753847295401039,0.17850368610909115,0.26586728344171423,0.03494945281381691,1480.6375629501417,1680.6375629501417,1880.6375629501417,1430.6375629501417,flight_search,1152.3558539920487,1380.6375629501417,1452.3558539920487,1652.3558539920487,1380.6375629501417,30,163,True,0.06753847295401039,0.13583042173434115,0.12138527564024049,0.03494945281381691,0,"{""date"": ""2026-09-14"", ""destination"": ""ICN"", ""origin"": ""SFO""}",flight_search
823.6664189607836,823.6664189607836,876.5664932725485,1076.5664932725485,823.6664189607836,0.7,576.5664932725485,0.10826419359546482,0.21990505502225832,0.18667839732780586,0.057230081086868875,923.6664189607836,1123.6664189607836,1323.6664189607836,873.6664189607836,flight_search,760.1308050216176,860.1308050216176,1060.1308050216176,1260.1308050216176,823.6664189607836,30,162,True,0.06878632007716588,0.05654312780649493,0.04799971732232065,0.057230081086868875,1,"{""date"": ""2026-12-03"", ""destination"": ""LAX"", ""origin"": ""JFK""}",flight_search
465.64343897625804,465.64343897625804,474.61628961609676,674.6162896160968,465.64343897625804,0.375,174.61628961609676,0.17678981688709614,0.38010793868918114,0.3013815841473518,0.09696622941478399,565.643438976258,765.643438976258,965.643438976258,515.643438976258,flight_search,733.1398960086517,833.1398960086517,1033.1398960086517,1233.1398960086517,783.1398960086517,29,163,True,0.0,0.0,0.0,0.0,2,"{""date"": ""2027-01-08"", ""destination"": ""LHR"", ""origin"": ""BOS""}",flight_search
429.8394939978607,429.8394939978607,545.6225679987775,745.6225679987775,429.8394939978607,0.5714285714285714,245.62256799877753,0.18873640250079918,0.2524074505614835,0.19811690855057076,0.10420151034967313,529.8394939978607,729.8394939978607,929.8394939978607,479.8394939978607,flight_search,732.8546270146035,832.8546270146035,1032.8546270146035,1232.8546270146035,782.8546270146035,29,162,True,0.0,0.0,0.0,0.0,3,"{""date"": ""2027-05-20"", ""destination"": ""NRT"", ""origin"": ""SEA""}",flight_search
394.89579398650676,394.89579398650676,497.4478969932534,697.4478969932534,394.89579398650676,0.5,197.44789699325338,0.20206273970218158,0.2841402965767373,0.22063786456485512,0.11238586805232069,494.89579398650676,694.8957939865068,894.8957939865068,444.89579398650676,flight_search,756.2870449619368,856.2870449619368,1056.2870449619368,1256.2870449619368,806.2870449619368,30,162,True,0.0,0.0,0.0,0.0,4,"{""date"": ""2026-11-18"", ""destination"": ""CDG"", ""origin"": ""ORD""}",flight_search
430.73068698868155,430.73068698868155,546.1318211363895,746.1318211363895,430.73068698868155,0.5714285714285714,246.13182113638945,0.18841947988233176,0.2526222986652145,0.19833757329904925,0.10400833845911155,530.7306869886816,730.7306869886816,930.7306869886816,480.73068698868155,flight_search,756.2925660167821,856.2925660167821,1056.292566016782,1256.292566016782,806.2925660167821,30,163,True,0.0,0.0,0.0,0.0,5,"{""date"": ""2027-02-22"", ""destination"": ""HND"", ""origin"": ""LAX""}",flight_search
394.67812195653096,394.67812195653096,497.3390609782655,697.3390609782655,394.67812195653096,0.5,197.33906097826548,0.20215165288588877,0.28407265860405756,0.22056989674310315,0.11244088146276668,494.67812195653096,694.678121956531,894.678121956531,444.67812195653096,flight_search,731.1270339996554,831.1270339996554,1031.1270339996554,1231.1270339996554,781.1270339996554,29,162,True,0.0,0.0,0.0,0.0,6,"{""date"": ""2026-10-05"", ""destination"": ""AMS"", ""origin"": ""DFW""}",flight_search
431.73146701883525,431.73146701883525,546.7036954393344,746.7036954393344,431.73146701883525,0.5714285714285714,246.7036954393344,0.18806485266078443,0.25286294210269095,0.19858486927731983,0.10379226482633953,531.7314670188352,731.7314670188352,931.7314670188352,481.73146701883525,flight_search,731.8348010303453,831.8348010303453,1031.8348010303453,1231.8348010303453,781.8348010303453,29,162,True,0.0,0.0,0.0,0.0,7,"{""date"": ""2027-03-12"", ""destination"": ""MAD"", ""origin"": ""MIA""}",flight_search
504.3668180005625,504.3668180005625,524.1630302224722,724.1630302224722,504.3668180005625,0.4444444444444444,224.1630302224722,0.16546242616500983,0.3483532407199501,0.2789855088362082,0.0901929884265715,604.3668180005625,804.3668180005625,1004.3668180005625,554.3668180005625,flight_search,783.7317619705573,883.7317619705573,1083.7317619705573,1283.7317619705573,833.7317619705573,31,162,True,0.0,0.0,0.0,0.0,8,"{""date"": ""2026-08-30"", ""destination"": ""FCO"", ""origin"": ""ATL""}",flight_search
430.64589699497446,430.64589699497446,546.083369711414,746.083369711414,430.64589699497446,0.5714285714285714,246.08336971141398,0.18844958675134552,0.2526018801209116,0.19831659697797727,0.1040266864080248,530.6458969949745,730.6458969949745,930.6458969949745,480.64589699497446,flight_search,710.9097389620729,810.9097389620729,1010.9097389620729,1210.9097389620729,760.9097389620729,28,162,True,0.0,0.0,0.0,0.0,9,"{""date"": ""2027-04-09"", ""destination"": ""FRA"", ""origin"": ""DEN""}",flight_search
