ar_false_starts,ar_ready_fraction,ar_ready_step,ar_stable_fraction,ar_stable_step,args,bias_strength,call_index,dllm_false_starts,dllm_ready_fraction,dllm_ready_step,dllm_stable_fraction,dllm_stable_step,final_ready,prompt_format,request_index,tool
0,0.2962962962962963,8,0.2962962962962963,8,"{""date"": ""2027-02-22"", ""location"": ""Seoul""}",0.0,0,0,0.18518518518518517,5,0.18518518518518517,5,True,named_object,0,weather
0,0.6296296296296297,17,0.6296296296296297,17,"{""date"": ""2027-02-21"", ""destination"": ""ICN"", ""origin"": ""SFO""}",0.0,1,0,0.2962962962962963,8,0.2962962962962963,8,True,named_object,0,flight_search
0,,,,,"{""calendar"": ""research"", ""end_date"": ""2027-02-23"", ""keyword"": ""meeting"", ""start_date"": ""2027-02-20""}",0.0,2,0,,,,,False,named_object,0,calendar_api
0,0.3,6,0.3,6,"{""date"": ""2027-02-22"", ""location"": ""Seoul""}",0.2,0,0,0.2,4,0.2,4,True,named_object,0,weather
0,0.65,13,0.65,13,"{""date"": ""2027-02-21"", ""destination"": ""ICN"", ""origin"": ""SFO""}",0.2,1,0,0.35,7,0.35,7,True,named_object,0,flight_search
0,,,,,"{""calendar"": ""research"", ""end_date"": ""2027-02-23"", ""keyword"": ""meeting"", ""start_date"": ""2027-02-20""}",0.2,2,0,,,,,False,named_object,0,calendar_api
0,0.26666666666666666,4,0.26666666666666666,4,"{""date"": ""2027-02-22"", ""location"": ""Seoul""}",0.4,0,0,0.26666666666666666,4,0.26666666666666666,4,True,named_object,0,weather
0,0.6666666666666666,10,0.6666666666666666,10,"{""date"": ""2027-02-21"", ""destination"": ""ICN"", ""origin"": ""SFO""}",0.4,1,0,0.4666666666666667,7,0.4666666666666667,7,True,named_object,0,flight_search
0,,,,,"{""calendar"": ""research"", ""end_date"": ""2027-02-23"", ""keyword"": ""meeting"", ""start_date"": ""2027-02-20""}",0.4,2,0,,,,,False,named_object,0,calendar_api
0,0.3076923076923077,4,0.3076923076923077,4,"{""date"": ""2026-09-14"", ""location"": ""Tokyo""}",0.0,0,0,0.46153846153846156,6,0.46153846153846156,6,True,named_object,1,weather
0,0.6923076923076923,9,0.6923076923076923,9,"{""date"": ""2026-09-13"", ""destination"": ""NRT"", ""origin"": ""SEA""}",0.0,1,0,0.6153846153846154,8,0.6153846153846154,8,True,named_object,1,flight_search
0,0.9230769230769231,12,0.9230769230769231,12,"{""city"": ""Tokyo"", ""company"": ""Sony"", ""role"": ""director""}",0.0,2,0,0.9230769230769231,12,0.9230769230769231,12,True,named_object,1,crm_api
0,0.3333333333333333,4,0.3333333333333333,4,"{""date"": ""2026-09-14"", ""location"": ""Tokyo""}",0.2,0,0,0.4166666666666667,5,0.4166666666666667,5,True,named_object,1,weather
0,0.6666666666666666,8,0.6666666666666666,8,"{""date"": ""2026-09-13"", ""destination"": ""NRT"", ""origin"": ""SEA""}",0.2,1,0,0.5833333333333334,7,0.5833333333333334,7,True,named_object,1,flight_search
0,0.9166666666666666,11,0.9166666666666666,11,"{""city"": ""Tokyo"", ""company"": ""Sony"", ""role"": ""director""}",0.2,2,0,0.9166666666666666,11,0.9166666666666666,11,True,named_object,1,crm_api
0,0.2857142857142857,10,0.2857142857142857,10,"{""date"": ""2026-09-14"", ""location"": ""Tokyo""}",0.4,0,0,0.37142857142857144,13,0.37142857142857144,13,True,named_object,1,weather
0,0.6285714285714286,22,0.6285714285714286,22,"{""date"": ""2026-09-13"", ""destination"": ""NRT"", ""origin"": ""SEA""}",0.4,1,0,0.5714285714285714,20,0.5714285714285714,20,True,named_object,1,flight_search
0,,,,,"{""city"": ""Tokyo"", ""company"": ""Sony"", ""role"": ""director""}",0.4,2,0,,,,,False,named_object,1,crm_api
0,0.2857142857142857,8,0.2857142857142857,8,"{""date"": ""2027-01-08"", ""location"": ""Paris""}",0.0,0,0,0.17857142857142858,5,0.17857142857142858,5,True,named_object,2,weather
0,0.6071428571428571,17,0.6071428571428571,17,"{""date"": ""2027-01-07"", ""destination"": ""CDG"", ""origin"": ""BOS""}",0.0,1,0,0.2857142857142857,8,0.2857142857142857,8,True,named_object,2,flight_search
0,,,,,"{""calendar"": ""research"", ""end_date"": ""2027-01-10"", ""keyword"": ""workshop"", ""start_date"": ""2027-01-08""}",0.0,2,0,,,,,False,named_object,2,calendar_api
0,0.30434782608695654,7,0.30434782608695654,7,"{""date"": ""2027-01-08"", ""location"": ""Paris""}",0.2,0,0,0.17391304347826086,4,0.17391304347826086,4,True,named_object,2,weather
0,0.6086956521739131,14,0.6086956521739131,14,"{""date"": ""2027-01-07"", ""destination"": ""CDG"", ""origin"": ""BOS""}",0.2,1,0,0.30434782608695654,7,0.30434782608695654,7,True,named_object,2,flight_search
0,,,,,"{""calendar"": ""research"", ""end_date"": ""2027-01-10"", ""keyword"": ""workshop"", ""start_date"": ""2027-01-08""}",0.2,2,0,,,,,False,named_object,2,calendar_api
0,0.25925925925925924,7,0.25925925925925924,7,"{""date"": ""2027-01-08"", ""location"": ""Paris""}",0.4,0,0,0.2222222222222222,6,0.2222222222222222,6,True,named_object,2,weather
0,0.5925925925925926,16,0.5925925925925926,16,"{""date"": ""2027-01-07"", ""destination"": ""CDG"", ""origin"": ""BOS""}",0.4,1,0,0.5185185185185185,14,0.5185185185185185,14,True,named_object,2,flight_search
0,1.0,27,1.0,27,"{""calendar"": ""research"", ""end_date"": ""2027-01-10"", ""keyword"": ""workshop"", ""start_date"": ""2027-01-08""}",0.4,2,0,0.7777777777777778,21,0.7777777777777778,21,True,named_object,2,calendar_api
0,0.2857142857142857,4,0.2857142857142857,4,"{""date"": ""2027-05-20"", ""location"": ""Austin""}",0.0,0,0,0.2857142857142857,4,0.2857142857142857,4,True,named_object,3,weather
0,0.5714285714285714,8,0.5714285714285714,8,"{""city"": ""Austin"", ""company"": ""Dell"", ""role"": ""manager""}",0.0,1,0,0.35714285714285715,5,0.35714285714285715,5,True,named_object,3,crm_api
0,1.0,14,1.0,14,"{""calendar"": ""sales"", ""end_date"": ""2027-05-21"", ""keyword"": ""call"", ""start_date"": ""2027-05-19""}",0.0,2,0,0.7142857142857143,10,0.7142857142857143,10,True,named_object,3,calendar_api
0,0.2857142857142857,4,0.2857142857142857,4,"{""date"": ""2027-05-20"", ""location"": ""Austin""}",0.2,0,0,0.2857142857142857,4,0.2857142857142857,4,True,named_object,3,weather
0,0.5714285714285714,8,0.5714285714285714,8,"{""city"": ""Austin"", ""company"": ""Dell"", ""role"": ""manager""}",0.2,1,0,0.35714285714285715,5,0.35714285714285715,5,True,named_object,3,crm_api
0,1.0,14,1.0,14,"{""calendar"": ""sales"", ""end_date"": ""2027-05-21"", ""keyword"": ""call"", ""start_date"": ""2027-05-19""}",0.2,2,0,0.7142857142857143,10,0.7142857142857143,10,True,named_object,3,calendar_api
0,0.2727272727272727,3,0.2727272727272727,3,"{""date"": ""2027-05-20"", ""location"": ""Austin""}",0.4,0,0,0.36363636363636365,4,0.36363636363636365,4,True,named_object,3,weather
0,0.5454545454545454,6,0.5454545454545454,6,"{""city"": ""Austin"", ""company"": ""Dell"", ""role"": ""manager""}",0.4,1,0,0.36363636363636365,4,0.36363636363636365,4,True,named_object,3,crm_api
0,,,,,"{""calendar"": ""sales"", ""end_date"": ""2027-05-21"", ""keyword"": ""call"", ""start_date"": ""2027-05-19""}",0.4,2,0,,,,,False,named_object,3,calendar_api
0,0.3076923076923077,4,0.3076923076923077,4,"{""date"": ""2026-11-18"", ""location"": ""London""}",0.0,0,0,0.46153846153846156,6,0.46153846153846156,6,True,named_object,4,weather
0,0.6923076923076923,9,0.6923076923076923,9,"{""date"": ""2026-11-17"", ""destination"": ""LHR"", ""origin"": ""ORD""}",0.0,1,0,0.6153846153846154,8,0.6153846153846154,8,True,named_object,4,flight_search
0,0.9230769230769231,12,0.9230769230769231,12,"{""city"": ""London"", ""company"": ""HSBC"", ""role"": ""analyst""}",0.0,2,0,0.9230769230769231,12,0.9230769230769231,12,True,named_object,4,crm_api
0,0.36363636363636365,4,0.36363636363636365,4,"{""date"": ""2026-11-18"", ""location"": ""London""}",0.2,0,0,0.5454545454545454,6,0.5454545454545454,6,True,named_object,4,weather
0,0.6363636363636364,7,0.6363636363636364,7,"{""date"": ""2026-11-17"", ""destination"": ""LHR"", ""origin"": ""ORD""}",0.2,1,0,0.7272727272727273,8,0.7272727272727273,8,True,named_object,4,flight_search
0,0.9090909090909091,10,0.9090909090909091,10,"{""city"": ""London"", ""company"": ""HSBC"", ""role"": ""analyst""}",0.2,2,0,0.9090909090909091,10,0.9090909090909091,10,True,named_object,4,crm_api
0,,,,,"{""date"": ""2026-11-18"", ""location"": ""London""}",0.4,0,1,0.3103448275862069,9,,,False,named_object,4,weather
0,0.6896551724137931,20,0.6896551724137931,20,"{""date"": ""2026-11-17"", ""destination"": ""LHR"", ""origin"": ""ORD""}",0.4,1,0,0.896551724137931,26,0.896551724137931,26,True,named_object,4,flight_search
0,0.9310344827586207,27,0.9310344827586207,27,"{""city"": ""London"", ""company"": ""HSBC"", ""role"": ""analyst""}",0.4,2,0,0.9310344827586207,27,0.9310344827586207,27,True,named_object,4,crm_api
0,0.26666666666666666,8,0.26666666666666666,8,"{""date"": ""2026-10-05"", ""location"": ""Amsterdam""}",0.0,0,0,0.13333333333333333,4,0.13333333333333333,4,True,named_object,5,weather
0,0.5666666666666667,17,0.5666666666666667,17,"{""date"": ""2026-10-04"", ""destination"": ""AMS"", ""origin"": ""DFW""}",0.0,1,0,0.23333333333333334,7,0.23333333333333334,7,True,named_object,5,flight_search
0,,,,,"{""calendar"": ""product"", ""end_date"": ""2026-10-06"", ""keyword"": ""demo"", ""start_date"": ""2026-10-05""}",0.0,2,0,,,,,False,named_object,5,calendar_api
0,0.3333333333333333,5,0.3333333333333333,5,"{""date"": ""2026-10-05"", ""location"": ""Amsterdam""}",0.2,0,0,0.3333333333333333,5,0.3333333333333333,5,True,named_object,5,weather
