ar_false_starts,ar_ready_fraction,ar_ready_step,ar_stable_fraction,ar_stable_step,args,bias_strength,call_index,dllm_false_starts,dllm_ready_fraction,dllm_ready_step,dllm_stable_fraction,dllm_stable_step,final_ready,prompt_format,request_index,tool
0,0.36,9,0.36,9,"{""date"": ""2026-01-03"", ""destination"": ""FCO"", ""origin"": ""DFW""}",0.0,0,0,0.12,3,0.12,3,True,action_list,0,flight_search
0,1.0,7,1.0,7,"{""date"": ""2027-06-08"", ""location"": ""Tokyo""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,1,weather
0,0.34782608695652173,8,0.34782608695652173,8,"{""date"": ""2026-11-15"", ""location"": ""Paris""}",0.0,0,0,0.17391304347826086,4,0.17391304347826086,4,True,action_list,2,weather
0,1.0,10,1.0,10,"{""date"": ""2027-04-24"", ""destination"": ""BOS"", ""origin"": ""JFK""}",0.0,0,0,0.5,5,0.5,5,True,action_list,3,flight_search
0,1.0,9,1.0,9,"{""calendar"": ""research"", ""end_date"": ""2026-09-07"", ""keyword"": ""review"", ""start_date"": ""2026-09-05""}",0.0,0,0,0.5555555555555556,5,0.5555555555555556,5,True,action_list,4,calendar_api
0,1.0,8,1.0,8,"{""date"": ""2027-02-11"", ""destination"": ""AMS"", ""origin"": ""ATL""}",0.0,0,0,0.375,3,0.375,3,True,action_list,5,flight_search
0,1.0,8,1.0,8,"{""date"": ""2026-07-18"", ""destination"": ""MAD"", ""origin"": ""JFK""}",0.0,0,0,0.375,3,0.375,3,True,action_list,6,flight_search
0,0.4,10,0.4,10,"{""date"": ""2027-12-01"", ""destination"": ""FCO"", ""origin"": ""BOS""}",0.0,0,0,0.2,5,0.2,5,True,action_list,7,flight_search
0,0.35714285714285715,10,0.35714285714285715,10,"{""date"": ""2026-05-11"", ""destination"": ""ORD"", ""origin"": ""DFW""}",0.0,0,0,0.14285714285714285,4,0.14285714285714285,4,True,action_list,8,flight_search
0,1.0,6,1.0,6,"{""date"": ""2027-10-16"", ""location"": ""Dubai""}",0.0,0,0,0.5,3,0.5,3,True,action_list,9,weather
0,0.23809523809523808,10,0.23809523809523808,10,"{""date"": ""2026-03-25"", ""destination"": ""SFO"", ""origin"": ""DFW""}",0.0,0,0,0.11904761904761904,5,0.11904761904761904,5,True,action_list,10,flight_search
0,0.2631578947368421,10,0.2631578947368421,10,"{""date"": ""2027-08-08"", ""destination"": ""SEA"", ""origin"": ""JFK""}",0.0,0,0,0.10526315789473684,4,0.10526315789473684,4,True,action_list,11,flight_search
0,0.35,7,0.35,7,"{""date"": ""2026-01-15"", ""location"": ""Los Angeles""}",0.0,0,0,0.15,3,0.15,3,True,action_list,12,weather
0,1.0,9,1.0,9,"{""date"": ""2027-06-20"", ""location"": ""Sydney""}",0.0,0,0,0.4444444444444444,4,0.4444444444444444,4,True,action_list,13,weather
0,1.0,7,1.0,7,"{""date"": ""2026-11-05"", ""location"": ""Tokyo""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,14,weather
0,1.0,6,1.0,6,"{""city"": ""Chicago"", ""company"": ""Emirates"", ""role"": ""analyst""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,15,crm_api
0,1.0,6,1.0,6,"{""date"": ""2026-09-17"", ""location"": ""New York""}",0.0,0,0,0.5,3,0.5,3,True,action_list,16,weather
0,0.4,8,0.4,8,"{""date"": ""2027-02-24"", ""location"": ""San Francisco""}",0.0,0,0,0.2,4,0.2,4,True,action_list,17,weather
0,1.0,10,1.0,10,"{""date"": ""2026-07-07"", ""location"": ""Seattle""}",0.0,0,0,0.5,5,0.5,5,True,action_list,18,weather
0,1.0,9,1.0,9,"{""date"": ""2027-12-13"", ""destination"": ""LAX"", ""origin"": ""JFK""}",0.0,0,0,0.4444444444444444,4,0.4444444444444444,4,True,action_list,19,flight_search
0,1.0,8,1.0,8,"{""date"": ""2026-05-20"", ""destination"": ""ICN"", ""origin"": ""SEA""}",0.0,0,0,0.375,3,0.375,3,True,action_list,20,flight_search
0,1.0,8,1.0,8,"{""date"": ""2027-10-06"", ""location"": ""Berlin""}",0.0,0,0,0.375,3,0.375,3,True,action_list,21,weather
0,0.3333333333333333,7,0.3333333333333333,7,"{""date"": ""2026-03-13"", ""location"": ""Dubai""}",0.0,0,0,0.19047619047619047,4,0.19047619047619047,4,True,action_list,22,weather
0,1.0,10,1.0,10,"{""date"": ""2027-08-18"", ""location"": ""Austin""}",0.0,0,0,0.5,5,0.5,5,True,action_list,23,weather
0,1.0,8,1.0,8,"{""date"": ""2026-01-03"", ""location"": ""Toronto""}",0.0,0,0,0.375,3,0.375,3,True,action_list,24,weather
0,1.0,8,1.0,8,"{""date"": ""2027-06-07"", ""destination"": ""AMS"", ""origin"": ""ATL""}",0.0,0,0,0.375,3,0.375,3,True,action_list,25,flight_search
0,1.0,9,1.0,9,"{""date"": ""2026-11-17"", ""destination"": ""SYD"", ""origin"": ""DFW""}",0.0,0,0,0.4444444444444444,4,0.4444444444444444,4,True,action_list,26,flight_search
0,0.42105263157894735,8,0.42105263157894735,8,"{""date"": ""2027-04-24"", ""destination"": ""ZRH"", ""origin"": ""JFK""}",0.0,0,0,0.21052631578947367,4,0.21052631578947367,4,True,action_list,27,flight_search
0,1.0,9,1.0,9,"{""date"": ""2026-09-07"", ""destination"": ""ORD"", ""origin"": ""DFW""}",0.0,0,0,0.4444444444444444,4,0.4444444444444444,4,True,action_list,28,flight_search
0,1.0,7,1.0,7,"{""date"": ""2027-02-14"", ""location"": ""New York""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,29,weather
0,1.0,8,1.0,8,"{""city"": ""Boston"", ""company"": ""Sony"", ""role"": ""recruiter""}",0.0,0,0,0.375,3,0.375,3,True,action_list,30,crm_api
0,1.0,9,1.0,9,"{""date"": ""2027-12-01"", ""destination"": ""YYZ"", ""origin"": ""DFW""}",0.0,0,0,0.4444444444444444,4,0.4444444444444444,4,True,action_list,31,flight_search
0,1.0,9,1.0,9,"{""city"": ""Singapore"", ""company"": ""HSBC"", ""role"": ""manager""}",0.0,0,0,0.4444444444444444,4,0.4444444444444444,4,True,action_list,32,crm_api
0,1.0,9,1.0,9,"{""date"": ""2027-10-18"", ""location"": ""Seoul""}",0.0,0,0,0.4444444444444444,4,0.4444444444444444,4,True,action_list,33,weather
0,1.0,8,1.0,8,"{""calendar"": ""research"", ""end_date"": ""2026-03-25"", ""keyword"": ""call"", ""start_date"": ""2026-03-23""}",0.0,0,0,0.5,4,0.5,4,True,action_list,34,calendar_api
0,1.0,6,1.0,6,"{""date"": ""2027-08-06"", ""location"": ""Chicago""}",0.0,0,0,0.5,3,0.5,3,True,action_list,35,weather
0,1.0,8,1.0,8,"{""date"": ""2026-01-12"", ""destination"": ""JFK"", ""origin"": ""SFO""}",0.0,0,0,0.375,3,0.375,3,True,action_list,36,flight_search
0,0.22857142857142856,8,0.22857142857142856,8,"{""date"": ""2027-06-22"", ""destination"": ""LHR"", ""origin"": ""JFK""}",0.0,0,0,0.11428571428571428,4,0.11428571428571428,4,True,action_list,37,flight_search
0,1.0,10,1.0,10,"{""city"": ""Seattle"", ""company"": ""Toyota"", ""role"": ""engineer""}",0.0,0,0,0.5,5,0.5,5,True,action_list,38,crm_api
0,1.0,9,1.0,9,"{""calendar"": ""ops"", ""end_date"": ""2027-04-12"", ""keyword"": ""review"", ""start_date"": ""2027-04-10""}",0.0,0,0,0.5555555555555556,5,0.5555555555555556,5,True,action_list,39,calendar_api
0,1.0,8,1.0,8,"{""calendar"": ""research"", ""end_date"": ""2026-09-19"", ""keyword"": ""maintenance"", ""start_date"": ""2026-09-17""}",0.0,0,0,0.625,5,0.625,5,True,action_list,40,calendar_api
