ar_false_starts,ar_ready_fraction,ar_ready_step,ar_stable_fraction,ar_stable_step,args,bias_strength,call_index,dllm_false_starts,dllm_ready_fraction,dllm_ready_step,dllm_stable_fraction,dllm_stable_step,final_ready,prompt_format,request_index,tool
0,0.42857142857142855,3,0.42857142857142855,3,"{""date"": ""2026-01-03"", ""destination"": ""FCO"", ""origin"": ""DFW""}",0.0,0,0,0.2857142857142857,2,0.2857142857142857,2,True,action_list,0,flight_search
0,0.7142857142857143,5,0.7142857142857143,5,"{""date"": ""2026-01-01"", ""location"": ""Seoul""}",0.0,1,0,0.5714285714285714,4,0.5714285714285714,4,True,action_list,0,weather
0,1.0,7,1.0,7,"{""date"": ""2026-01-03"", ""location"": ""Rome""}",0.0,2,0,0.5714285714285714,4,0.5714285714285714,4,True,action_list,0,weather
0,0.42857142857142855,3,0.42857142857142855,3,"{""date"": ""2027-06-10"", ""destination"": ""BER"", ""origin"": ""JFK""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,1,flight_search
0,0.7142857142857143,5,0.7142857142857143,5,"{""calendar"": ""ops"", ""end_date"": ""2027-06-10"", ""keyword"": ""interview"", ""start_date"": ""2027-06-08""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,1,calendar_api
0,1.0,7,1.0,7,"{""date"": ""2027-06-07"", ""destination"": ""NRT"", ""origin"": ""DFW""}",0.0,2,0,0.8571428571428571,6,0.8571428571428571,6,True,action_list,1,flight_search
0,0.375,3,0.375,3,"{""date"": ""2026-11-14"", ""destination"": ""CDG"", ""origin"": ""IAD""}",0.0,0,0,0.5,4,0.5,4,True,action_list,2,flight_search
0,0.75,6,0.75,6,"{""date"": ""2026-11-17"", ""destination"": ""DXB"", ""origin"": ""DFW""}",0.0,1,0,0.625,5,0.625,5,True,action_list,2,flight_search
0,1.0,8,1.0,8,"{""date"": ""2026-11-15"", ""location"": ""Paris""}",0.0,2,0,0.75,6,0.75,6,True,action_list,2,weather
0,0.5,4,0.5,4,"{""date"": ""2027-04-24"", ""destination"": ""BOS"", ""origin"": ""JFK""}",0.0,0,0,0.375,3,0.375,3,True,action_list,3,flight_search
0,0.625,5,0.625,5,"{""date"": ""2027-04-24"", ""location"": ""Boston""}",0.0,1,0,0.75,6,0.75,6,True,action_list,3,weather
0,1.0,8,1.0,8,"{""date"": ""2027-04-22"", ""location"": ""Austin""}",0.0,2,0,0.75,6,0.75,6,True,action_list,3,weather
0,0.3333333333333333,2,0.3333333333333333,2,"{""date"": ""2026-09-07"", ""location"": ""Toronto""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,4,weather
0,0.8333333333333334,5,0.8333333333333334,5,"{""city"": ""London"", ""company"": ""SAP"", ""role"": ""manager""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,4,crm_api
0,1.0,6,1.0,6,"{""date"": ""2026-09-05"", ""location"": ""London""}",0.0,2,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,4,weather
0,0.2857142857142857,2,0.2857142857142857,2,"{""date"": ""2027-02-12"", ""location"": ""Amsterdam""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,5,weather
