ar_all_ready_fraction,ar_all_ready_step,ar_all_stable_fraction,ar_all_stable_step,ar_call_ready_spread,ar_call_stable_spread,ar_mean_call_ready_fraction,bias_strength,dllm_all_ready_fraction,dllm_all_ready_lead_fraction,dllm_all_ready_step,dllm_all_stable_fraction,dllm_all_stable_step,dllm_beats_ar_all_ready,dllm_call_ready_spread,dllm_call_stable_spread,dllm_mean_call_ready_fraction,final_all_ready,final_ready_count,generation_ms,num_calls,num_history_steps,oracle_action_position_count,prompt,prompt_format,request_index
0.36,9,0.36,9,,,0.36,0.0,0.12,0.24,3,0.12,3,True,,,0.12,True,1,2136.743337032385,1,26,12,Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03.,action_list,0
1.0,7,1.0,7,,,1.0,0.0,0.42857142857142855,0.5714285714285714,3,0.42857142857142855,3,True,,,0.42857142857142855,True,1,809.0063350391574,1,8,5,Plan the Tokyo trip: check weather in Tokyo on 2027-06-08.,action_list,1
0.34782608695652173,8,0.34782608695652173,8,,,0.34782608695652173,0.0,0.17391304347826086,0.17391304347826086,4,0.17391304347826086,4,True,,,0.17391304347826086,True,1,1326.5392920002341,1,24,6,Set up the Paris customer meeting: check weather in Paris on 2026-11-15.,action_list,2
1.0,10,1.0,10,,,1.0,0.0,0.5,0.5,5,0.5,5,True,,,0.5,True,1,715.66038596211,1,11,7,Organize the Austin project stop: find flights from JFK to BOS on 2027-04-24.,action_list,3
1.0,9,1.0,9,,,1.0,0.0,0.5555555555555556,0.4444444444444444,5,0.5555555555555556,5,True,,,0.5555555555555556,True,1,659.9186700186692,1,10,10,Prepare the London partner update: list research calendar events from 2026-09-05 to 2026-09-07 with keyword review.,action_list,4
1.0,8,1.0,8,,,1.0,0.0,0.375,0.625,3,0.375,3,True,,,0.375,True,1,606.8912540213205,1,9,7,Prepare for the Amsterdam visit: find flights from ATL to AMS on 2027-02-11.,action_list,5
1.0,8,1.0,8,,,1.0,0.0,0.375,0.625,3,0.375,3,True,,,0.375,True,1,605.5217930115759,1,9,7,Plan the Madrid trip: find flights from JFK to MAD on 2026-07-18.,action_list,6
0.4,10,0.4,10,,,0.4,0.0,0.2,0.2,5,0.2,5,True,,,0.2,True,1,1405.1005230285227,1,26,9,Set up the Rome customer meeting: find flights from BOS to FCO on 2027-12-01.,action_list,7
0.35714285714285715,10,0.35714285714285715,10,,,0.35714285714285715,0.0,0.14285714285714285,0.2142857142857143,4,0.14285714285714285,4,True,,,0.14285714285714285,True,1,1428.169984021224,1,29,12,Organize the Berlin project stop: find flights from DFW to ORD on 2026-05-11.,action_list,8
1.0,6,1.0,6,,,1.0,0.0,0.5,0.5,3,0.5,3,True,,,0.5,True,1,469.8504509869963,1,7,4,Prepare the Dubai partner update: check weather in Dubai on 2027-10-16.,action_list,9
0.23809523809523808,10,0.23809523809523808,10,,,0.23809523809523808,0.0,0.11904761904761904,0.11904761904761904,5,0.11904761904761904,5,True,,,0.11904761904761904,True,1,1990.9053629962727,1,43,11,Prepare for the Boston visit: find flights from DFW to SFO on 2026-03-25.,action_list,10
