ar_all_ready_fraction,ar_all_ready_step,ar_all_stable_fraction,ar_all_stable_step,ar_call_ready_spread,ar_call_stable_spread,ar_mean_call_ready_fraction,bias_strength,dllm_all_ready_fraction,dllm_all_ready_lead_fraction,dllm_all_ready_step,dllm_all_stable_fraction,dllm_all_stable_step,dllm_beats_ar_all_ready,dllm_call_ready_spread,dllm_call_stable_spread,dllm_mean_call_ready_fraction,final_all_ready,final_ready_count,generation_ms,num_calls,num_history_steps,oracle_action_position_count,prompt,prompt_format,request_index
1.0,6,1.0,6,0.6666666666666667,0.6666666666666667,0.6666666666666666,0.0,0.6666666666666666,0.33333333333333337,4,0.6666666666666666,4,True,0.3333333333333333,0.3333333333333333,0.5555555555555556,True,3,1420.7050100085326,3,7,28,"Prepare for the Seoul visit: check weather in Seoul on 2026-01-01, fetch CRM contacts at company Sony with role director in city Seoul, and find flights from SEA to ICN on 2026-01-01.",action_list,0
1.0,7,1.0,7,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.0,0.8571428571428571,0.1428571428571429,6,0.8571428571428571,6,True,0.42857142857142855,0.42857142857142855,0.6666666666666666,True,3,935.738826985471,3,8,25,"Plan the Tokyo trip: find flights from DFW to NRT on 2027-06-07, check weather in Tokyo on 2027-06-08, and list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview.",action_list,1
1.0,8,1.0,8,0.75,0.75,0.6666666666666666,0.0,0.875,0.125,7,0.875,7,True,0.5,0.5,0.6666666666666666,True,3,702.846078958828,3,9,28,"Set up the Paris customer meeting: check weather in Paris on 2026-11-15, list research calendar events from 2026-11-15 to 2026-11-17 with keyword demo, and fetch CRM contacts at company HSBC with role recruiter in city Paris.",action_list,2
1.0,6,1.0,6,0.6666666666666667,0.6666666666666667,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666663,5,0.8333333333333334,5,True,0.5,0.5,0.6111111111111112,True,3,592.181472980883,3,7,28,"Organize the Austin project stop: fetch CRM contacts at company Telefonica with role engineer in city Austin, check weather in Austin on 2027-04-22, and list ops calendar events from 2027-04-22 to 2027-04-24 with keyword workshop.",action_list,3
1.0,6,1.0,6,0.6666666666666667,0.6666666666666667,0.6111111111111112,0.0,0.8333333333333334,0.16666666666666663,5,0.8333333333333334,5,True,0.5,0.5,0.6111111111111112,True,3,591.3557130261324,3,7,25,"Prepare the London partner update: check weather in London on 2026-09-05, fetch CRM contacts at company SAP with role manager in city London, and list research calendar events from 2026-09-05 to 2026-09-07 with keyword review.",action_list,4
1.0,7,1.0,7,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.0,0.8571428571428571,0.1428571428571429,6,0.8571428571428571,6,True,0.42857142857142855,0.42857142857142855,0.6666666666666666,True,3,649.4513460202143,3,8,29,"Prepare for the Amsterdam visit: check weather in Amsterdam on 2027-02-12, list ops calendar events from 2027-02-12 to 2027-02-14 with keyword maintenance, and fetch CRM contacts at company Emirates with role partner in city Amsterdam.",action_list,5
1.0,6,1.0,6,0.5,0.5,0.7222222222222222,0.0,0.6666666666666666,0.33333333333333337,4,0.6666666666666666,4,True,0.3333333333333333,0.3333333333333333,0.5555555555555556,True,3,583.9562839828432,3,7,28,"Plan the Madrid trip: fetch CRM contacts at company NVIDIA with role coordinator in city Madrid, check weather in Madrid on 2026-07-19, and find flights from JFK to MAD on 2026-07-18.",action_list,6
1.0,6,1.0,6,0.5,0.5,0.7222222222222222,0.0,0.8333333333333334,0.16666666666666663,5,0.8333333333333334,5,True,0.5,0.5,0.5555555555555556,True,3,584.3097110046074,3,7,30,"Set up the Rome customer meeting: list ops calendar events from 2027-12-02 to 2027-12-04 with keyword meeting, check weather in Rome on 2027-12-02, and fetch CRM contacts at company Stripe with role director in city Rome.",action_list,7
1.0,6,1.0,6,0.6666666666666667,0.6666666666666667,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666663,5,0.8333333333333334,5,True,0.33333333333333337,0.33333333333333337,0.6666666666666666,True,3,596.3864870136604,3,7,34,"Organize the Berlin project stop: fetch CRM contacts at company Toyota with role analyst in city Berlin, find flights from MIA to BER on 2026-05-08, and list research calendar events from 2026-05-09 to 2026-05-11 with keyword interview.",action_list,8
1.0,7,1.0,7,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.0,0.5714285714285714,0.4285714285714286,4,0.5714285714285714,4,True,0.14285714285714285,0.14285714285714285,0.5238095238095237,True,3,633.0716620432213,3,8,25,"Prepare the Dubai partner update: find flights from LAX to DXB on 2027-10-15, check weather in Dubai on 2027-10-16, and fetch CRM contacts at company Airbus with role recruiter in city Dubai.",action_list,9
