ar_all_ready_fraction,ar_all_ready_step,ar_all_stable_fraction,ar_all_stable_step,ar_call_ready_spread,ar_call_stable_spread,ar_mean_call_ready_fraction,bias_strength,dllm_all_ready_fraction,dllm_all_ready_lead_fraction,dllm_all_ready_step,dllm_all_stable_fraction,dllm_all_stable_step,dllm_beats_ar_all_ready,dllm_call_ready_spread,dllm_call_stable_spread,dllm_mean_call_ready_fraction,final_all_ready,final_ready_count,generation_ms,num_calls,num_history_steps,oracle_action_position_count,prompt,prompt_format,request_index
1.0,16,1.0,16,0.75,0.75,0.5875,0.0,0.9375,0.0625,15,0.9375,15,True,0.75,0.75,0.625,True,5,2095.8751889993437,5,17,33,"Prepare for the Seoul visit: find flights from DFW to FCO on 2026-01-03, check weather in Seoul on 2026-01-01, check weather in Rome on 2026-01-03, list research calendar events from 2026-01-01 to 2026-01-03 with keyword meeting, and find flights from SEA to ICN on 2026-01-01.",action_list,0
1.0,10,1.0,10,0.8,0.8,0.64,0.0,1.0,0.0,10,1.0,10,False,0.6,0.6,0.72,True,5,1248.162251955364,5,11,38,"Plan the Tokyo trip: find flights from DFW to NRT on 2027-06-07, find flights from JFK to BER on 2027-06-10, check weather in Berlin on 2027-06-10, list ops calendar events from 2027-06-08 to 2027-06-10 with keyword interview, and check weather in Tokyo on 2027-06-08.",action_list,1
1.0,10,1.0,10,0.8,0.8,0.6,0.0,1.0,0.0,10,1.0,10,False,0.7,0.7,0.74,True,5,971.8757990049198,5,11,32,"Set up the Paris customer meeting: find flights from DFW to DXB on 2026-11-17, check weather in Dubai on 2026-11-17, check weather in Paris on 2026-11-15, list research calendar events from 2026-11-15 to 2026-11-17 with keyword demo, and find flights from IAD to CDG on 2026-11-14.",action_list,2
1.0,12,1.0,12,0.8333333333333334,0.8333333333333334,0.5666666666666667,0.0,1.0,0.0,12,1.0,12,False,0.5833333333333333,0.5833333333333333,0.75,True,5,1098.2710119569674,5,13,46,"Organize the Austin project stop: check weather in Austin on 2027-04-22, find flights from JFK to BOS on 2027-04-24, check weather in Boston on 2027-04-24, fetch CRM contacts at company Telefonica with role engineer in city Austin, and list ops calendar events from 2027-04-22 to 2027-04-24 with keyword workshop.",action_list,3
1.0,11,1.0,11,0.8181818181818181,0.8181818181818181,0.6,0.0,1.0,0.0,11,1.0,11,False,0.5454545454545454,0.5454545454545454,0.8181818181818182,True,5,1057.766661979258,5,12,43,"Prepare the London partner update: check weather in Toronto on 2026-09-07, find flights from DFW to YYZ on 2026-09-07, check weather in London on 2026-09-05, list research calendar events from 2026-09-05 to 2026-09-07 with keyword review, and fetch CRM contacts at company SAP with role manager in city London.",action_list,4
1.0,10,1.0,10,0.7,0.7,0.62,0.0,0.9,0.09999999999999998,9,0.9,9,True,0.5,0.5,0.7,True,5,965.8250409993343,5,11,38,"Prepare for the Amsterdam visit: find flights from JFK to SIN on 2027-02-14, check weather in Singapore on 2027-02-14, fetch CRM contacts at company Emirates with role partner in city Amsterdam, check weather in Amsterdam on 2027-02-12, and find flights from ATL to AMS on 2027-02-11.",action_list,5
1.0,15,1.0,15,0.8,0.8,0.6133333333333333,0.0,1.0,0.0,15,1.0,15,False,0.4666666666666667,0.4666666666666667,0.8,True,5,1281.7157469689846,5,16,46,"Plan the Madrid trip: check weather in Sydney on 2026-07-21, list research calendar events from 2026-07-19 to 2026-07-21 with keyword call, check weather in Madrid on 2026-07-19, fetch CRM contacts at company NVIDIA with role coordinator in city Madrid, and find flights from JFK to MAD on 2026-07-18.",action_list,6
1.0,9,1.0,9,0.6666666666666667,0.6666666666666667,0.6888888888888889,0.0,1.0,0.0,9,1.0,9,False,0.6666666666666667,0.6666666666666667,0.7111111111111111,True,5,897.5447390112095,5,10,48,"Set up the Rome customer meeting: list ops calendar events from 2027-12-02 to 2027-12-04 with keyword meeting, find flights from JFK to ZRH on 2027-12-04, find flights from BOS to FCO on 2027-12-01, check weather in Rome on 2027-12-02, and fetch CRM contacts at company Stripe with role director in city Rome.",action_list,7
1.0,9,1.0,9,0.7777777777777778,0.7777777777777778,0.6222222222222222,0.0,0.8888888888888888,0.11111111111111116,8,0.8888888888888888,8,True,0.5555555555555556,0.5555555555555556,0.6444444444444444,True,5,894.5082689751871,5,10,42,"Organize the Berlin project stop: check weather in Berlin on 2026-05-09, find flights from DFW to ORD on 2026-05-11, fetch CRM contacts at company Toyota with role analyst in city Berlin, check weather in Chicago on 2026-05-11, and find flights from MIA to BER on 2026-05-08.",action_list,8
1.0,10,1.0,10,0.7,0.7,0.62,0.0,1.0,0.0,10,1.0,10,False,0.7,0.7,0.7,True,5,951.4406680245884,5,11,33,"Prepare the Dubai partner update: list ops calendar events from 2027-10-16 to 2027-10-18 with keyword demo, check weather in New York on 2027-10-18, find flights from SFO to JFK on 2027-10-18, check weather in Dubai on 2027-10-16, and find flights from LAX to DXB on 2027-10-15.",action_list,9
1.0,9,1.0,9,0.7777777777777778,0.7777777777777778,0.6,0.0,1.0,0.0,9,1.0,9,False,0.6666666666666667,0.6666666666666667,0.711111111111111,True,5,918.6395239667036,5,10,42,"Prepare for the Boston visit: check weather in San Francisco on 2026-03-25, check weather in Boston on 2026-03-23, fetch CRM contacts at company Sony with role engineer in city Boston, find flights from DFW to SFO on 2026-03-25, and find flights from SEA to BOS on 2026-03-22.",action_list,10
