policy,request_id,arrival_ms,first_start_ms,completion_ms,latency_ms,canvas
arrival_dense,0,0.0,0.0,87791.70963731594,87791.70963731594,256
arrival_dense,1,81.12842545515456,144.82336519286036,89360.20758929662,89279.07916384147,32
arrival_dense,2,83.40648531864494,144.82336519286036,89360.20758929662,89276.80110397798,32
arrival_dense,3,125.14887863319802,144.82336519286036,89360.20758929662,89235.05871066342,32
arrival_dense,4,194.3999189373667,345.505282189697,90144.45656528696,89950.05664634959,256
arrival_dense,5,196.6895922993514,345.505282189697,90144.45656528696,89947.7669729876,256
arrival_dense,6,282.4661320405488,345.505282189697,90144.45656528696,89861.99043324642,256
arrival_dense,7,294.61902828609686,345.505282189697,90144.45656528696,89849.83753700087,32
arrival_dense,8,346.23039186389985,740.0733023881912,90928.7055412773,90582.47514941341,32
arrival_dense,9,350.5298046538505,740.0733023881912,90928.7055412773,90578.17573662345,32
arrival_dense,10,390.24576000035205,740.0733023881912,90928.7055412773,90538.45978127695,32
arrival_dense,11,410.064607551963,740.0733023881912,90928.7055412773,90518.64093372534,256
arrival_dense,12,443.0463458440602,740.0733023881912,90928.7055412773,90485.65919543324,32
arrival_dense,13,562.4007883539756,740.0733023881912,90928.7055412773,90366.30475292333,32
arrival_dense,14,602.1197436357087,740.0733023881912,90928.7055412773,90326.5857976416,256
arrival_dense,15,718.316922361517,740.0733023881912,90928.7055412773,90210.3886189158,256
arrival_dense,16,866.9286488204053,87791.70963731594,177980.34187620506,177113.41322738465,32
arrival_dense,17,891.1549302634169,89360.20758929662,179548.83982818574,178657.68489792233,256
arrival_dense,18,898.2762428148094,89360.20758929662,179548.83982818574,178650.56358537092,256
arrival_dense,19,899.9073766743509,89360.20758929662,179548.83982818574,178648.93245151138,32
arrival_dense,20,964.5129305941141,90144.45656528696,180333.08880417608,179368.57587358195,256
arrival_dense,21,1738.834571071564,90144.45656528696,180333.08880417608,178594.25423310453,256
arrival_dense,22,1774.7280634292483,90144.45656528696,180333.08880417608,178558.36074074684,32
arrival_dense,23,1862.2475554515795,90144.45656528696,180333.08880417608,178470.8412487245,32
arrival_dense,24,1988.8932445560263,90928.7055412773,181117.33778016642,179128.44453561038,256
arrival_dense,25,2076.7972473848654,90928.7055412773,181117.33778016642,179040.54053278154,32
arrival_dense,26,2193.7449287725804,90928.7055412773,181117.33778016642,178923.59285139383,32
arrival_dense,27,2442.744672354995,90928.7055412773,181117.33778016642,178674.5931078114,32
arrival_dense,28,2461.2733993062748,90928.7055412773,181117.33778016642,178656.06438086013,256
arrival_dense,29,2462.989278914331,90928.7055412773,181117.33778016642,178654.3485012521,256
arrival_dense,30,2476.766414275176,90928.7055412773,181117.33778016642,178640.57136589123,256
arrival_dense,31,2488.01039485499,90928.7055412773,181117.33778016642,178629.32738531142,256
arrival_dense,32,2580.262403425288,177980.34187620506,268168.97411509417,265588.7117116689,256
arrival_dense,33,2649.4326760795466,179548.83982818574,269737.47206707485,267088.0393909953,256
arrival_dense,34,2669.920609025839,179548.83982818574,269737.47206707485,267067.551458049,32
arrival_dense,35,2770.1031893231707,179548.83982818574,269737.47206707485,266967.3688777517,256
arrival_dense,36,2891.4598205659886,180333.08880417608,270521.7210430652,267630.2612224992,256
arrival_dense,37,2906.7656069674554,180333.08880417608,270521.7210430652,267614.95543609775,256
arrival_dense,38,2984.6469087124383,180333.08880417608,270521.7210430652,267537.07413435273,256
arrival_dense,39,3099.482842300822,180333.08880417608,270521.7210430652,267422.23820076435,256
arrival_dense,40,3109.6195043238645,181117.33778016642,271305.97001905553,268196.35051473166,256
arrival_dense,41,3252.1964693307737,181117.33778016642,271305.97001905553,268053.7735497248,32
arrival_dense,42,3530.901549287494,181117.33778016642,271305.97001905553,267775.06846976804,32
arrival_dense,43,3540.434870822882,181117.33778016642,271305.97001905553,267765.53514823265,32
arrival_dense,44,3542.6026934231436,181117.33778016642,271305.97001905553,267763.36732563237,32
arrival_dense,45,3573.761384940189,181117.33778016642,271305.97001905553,267732.20863411535,32
arrival_dense,46,3668.0262787468423,181117.33778016642,271305.97001905553,267637.9437403087,32
arrival_dense,47,3932.543724313153,181117.33778016642,271305.97001905553,267373.4262947424,32
arrival_dense,48,3974.649156056156,268168.97411509417,358357.6063539833,354382.9571979271,256
arrival_dense,49,4079.258964115276,269737.47206707485,359926.10430596396,355846.8453418487,32
arrival_dense,50,4085.8455804060723,269737.47206707485,359926.10430596396,355840.2587255579,32
arrival_dense,51,4183.6094916659595,269737.47206707485,359926.10430596396,355742.494814298,32
arrival_dense,52,4265.8450687279055,270521.7210430652,360710.3532819543,356444.5082132264,32
arrival_dense,53,4274.80134471711,270521.7210430652,360710.3532819543,356435.5519372372,256
arrival_dense,54,4398.178096544474,270521.7210430652,360710.3532819543,356312.17518540984,256
arrival_dense,55,4556.434498670214,270521.7210430652,360710.3532819543,356153.9187832841,256
arrival_dense,56,4632.8778568984135,271305.97001905553,361494.60225794464,356861.72440104623,32
arrival_dense,57,4643.630609263999,271305.97001905553,361494.60225794464,356850.9716486806,256
arrival_dense,58,4987.42107085139,271305.97001905553,361494.60225794464,356507.18118709326,32
arrival_dense,59,5114.602646207299,271305.97001905553,361494.60225794464,356379.9996117373,32
arrival_dense,60,5150.1434998143495,271305.97001905553,361494.60225794464,356344.4587581303,256
